index,frame,F11,F12,F21,F22,P11,P12,P21,P22,vol_square,vol_rectangle_p,vol_rectangle_m,vol_tot,Psi,Psi_me,Psi_couple,len_c,len_s_r_p,len_s_r_m
208,000,1.0010000000e+00,-2.4267724198e-03,2.8155827021e-03,1.0006934000e+00,1.2314837783e-01,6.0919847074e-05,-1.5131536276e-05,1.2410438404e-01,6.0223765432e-01,2.0145919067e-01,1.9630315501e-01,1.0000000000e-04,8.5258224687e-01,-1.7203795874e-02,-3.9357659808e-02,0.06478906118023232,0.04961518040016756,0.04834224352256848
209,000,1.0010000000e+00,-2.4277875842e-03,2.8197242573e-03,1.0006934000e+00,1.2390101497e-01,6.1468882011e-05,-1.5062905823e-05,1.2323369360e-01,6.0293209877e-01,2.0097993827e-01,1.9608796296e-01,1.0000000000e-04,8.5103793983e-01,-1.7210964792e-02,-3.9382087203e-02,0.06465712385092363,0.049590060745203196,0.04826796319604771
210,000,1.0010000000e+00,-2.4293234452e-03,2.8247466762e-03,1.0006934000e+00,1.2465789239e-01,6.2025852822e-05,-1.4900424060e-05,1.2234214353e-01,6.0309242112e-01,2.0078617970e-01,1.9612139918e-01,1.0000000000e-04,8.4942385570e-01,-1.7218173908e-02,-3.9406815378e-02,0.06450928164157052,0.04956648088365223,0.04817702068095043
211,000,1.0010000000e+00,-2.4313980873e-03,2.8306354273e-03,1.0006934000e+00,1.2543687225e-01,6.2590058763e-05,-1.4638404857e-05,1.2142643661e-01,6.0325617284e-01,2.0056069959e-01,1.9618312757e-01,1.0000000000e-04,8.4771956820e-01,-1.7225663625e-02,-3.9432401109e-02,0.06433769758753431,0.04954635606597091,0.048058662355991176
212,000,1.0010000000e+00,-2.4339188633e-03,2.8371716202e-03,1.0006934000e+00,1.2626102013e-01,6.3158728509e-05,-1.4297526109e-05,1.2048525522e-01,6.0354509602e-01,2.0009602195e-01,1.9635888203e-01,1.0000000000e-04,8.4590759238e-01,-1.7233790654e-02,-3.9459601188e-02,0.06412267116032982,0.0495268342220259,0.04789567838925709
213,000,1.0010000000e+00,-2.4366534800e-03,2.8438880645e-03,1.0006934000e+00,1.2715126264e-01,6.3725802892e-05,-1.3933556798e-05,1.1951567527e-01,6.0374828532e-01,1.9985682442e-01,1.9639489026e-01,1.0000000000e-04,8.4398779437e-01,-1.7242953940e-02,-3.9489153829e-02,0.06374224800841337,0.04950854645918733,0.047567646419449494
214,000,1.0010000000e+00,-2.4393491101e-03,2.8502917767e-03,1.0006934000e+00,1.2813055621e-01,6.4282884984e-05,-1.3616389718e-05,1.1849690987e-01,6.0319272977e-01,2.0012002743e-01,1.9668724280e-01,1.0000000000e-04,8.4199402208e-01,-1.7253427112e-02,-3.9521415011e-02,0.063403095867521,0.04949133974354681,0.04728079290636522
215,000,1.0010000000e+00,-2.4421165217e-03,2.8565646744e-03,1.0006934000e+00,1.2933278167e-01,6.4821718183e-05,-1.3390625543e-05,1.1728684977e-01,6.0324674211e-01,2.0011831276e-01,1.9663494513e-01,1.0000000000e-04,8.3999179644e-01,-1.7265248057e-02,-3.9556246461e-02,0.06334027925835188,0.049474213527039984,0.04726963097224905
216,000,1.0010000000e+00,-2.4445759510e-03,2.8618400769e-03,1.0006934000e+00,1.3049624813e-01,6.5344733150e-05,-1.3249501639e-05,1.1613721024e-01,6.0313443073e-01,2.0006344307e-01,1.9680212620e-01,1.0000000000e-04,8.3805024527e-01,-1.7278279712e-02,-3.9593798836e-02,0.06327848734692458,0.04945338725780307,0.04725852964873199
217,000,1.0010000000e+00,-2.4461426304e-03,2.8649559043e-03,1.0006934000e+00,1.3124939491e-01,6.5855474568e-05,-1.3163116405e-05,1.1541462103e-01,6.0288494513e-01,2.0010545267e-01,1.9700960219e-01,1.0000000000e-04,8.3621530420e-01,-1.7292297472e-02,-3.9633103996e-02,0.06321734457024795,0.04943605555085278,0.047246742153204124
218,000,1.0010000000e+00,-2.4692851436e-03,2.8954429212e-03,1.0006934000e+00,1.4063108586e-01,6.6496831926e-05,-1.3220415391e-05,1.0599538506e-01,6.0286694102e-01,1.9864626200e-01,1.9848679698e-01,1.0000000000e-04,8.3450199463e-01,-1.7309037826e-02,-3.9677139953e-02,0.06315639241752616,0.04942868768038515,0.04723452553529568
219,000,1.0010000000e+00,-2.4763179815e-03,2.9022094671e-03,1.0006934000e+00,1.4157362996e-01,6.7021491404e-05,-1.3192349748e-05,1.0510772612e-01,6.0236711248e-01,1.9858281893e-01,1.9905006859e-01,1.0000000000e-04,8.3291185821e-01,-1.7324665218e-02,-3.9718192134e-02,0.06309564824213335,0.049709964485423135,0.04730788097351172
220,000,1.0010000000e+00,-2.4961718567e-03,2.9186693459e-03,1.0006934000e+00,1.4283752689e-01,6.7627368162e-05,-1.3155577876e-05,1.0390466041e-01,6.0227280521e-01,1.9845764746e-01,1.9926954733e-01,1.0000000000e-04,8.3143160603e-01,-1.7340682411e-02,-3.9759445575e-02,0.06303482658479351,0.04974736578179342,0.04728914926421483
221,000,1.0010000000e+00,-2.7020993503e-03,3.0813393654e-03,1.0006934000e+00,1.4942347869e-01,6.9664051728e-05,-1.2825243602e-05,9.7475409663e-02,6.0207133059e-01,1.9779921125e-01,2.0012945816e-01,1.0000000000e-04,8.3004366263e-01,-1.7359484698e-02,-3.9820055586e-02,0.0629737539895621,0.04977467400210308,0.04726144512927779
222,000,1.0010000000e+00,-2.6998778960e-03,3.0797957467e-03,1.0006934000e+00,1.5010333710e-01,7.0111959894e-05,-1.2872104904e-05,9.6868880387e-02,6.0212277092e-01,1.9751371742e-01,2.0036351166e-01,1.0000000000e-04,8.2873913726e-01,-1.7376245410e-02,-3.9863059973e-02,0.06291240538465533,0.049525877797999135,0.047087798694170666
223,000,1.0010000000e+00,-2.6966278185e-03,3.0771116348e-03,1.0006934000e+00,1.5076237673e-01,7.0540336574e-05,-1.2930106460e-05,9.6283280015e-02,6.0213906036e-01,1.9736111111e-01,2.0049982853e-01,1.0000000000e-04,8.2750312623e-01,-1.7392889471e-02,-3.9905534596e-02,0.06285073901564002,0.04956156207818038,0.0471609650270416
224,000,1.0010000000e+00,-2.6926206994e-03,3.0734808815e-03,1.0006934000e+00,1.5140136234e-01,7.0953732036e-05,-1.2996876012e-05,9.5716975180e-02,6.0193758573e-01,1.9758401920e-01,2.0047839506e-01,1.0000000000e-04,8.2632465272e-01,-1.7409300254e-02,-3.9947269991e-02,0.06278868706806262,0.04960007834911882,0.04722685066952068
225,000,1.0010000000e+00,-2.6879110538e-03,3.0689429719e-03,1.0006934000e+00,1.5202079094e-01,7.1353921319e-05,-1.3071537057e-05,9.5168760933e-02,6.0217506859e-01,1.9736711248e-01,2.0045781893e-01,1.0000000000e-04,8.2519443476e-01,-1.7425377819e-02,-3.9988075475e-02,0.06272635251991988,0.049627844094899023,0.04728751628999247
226,000,1.0010000000e+00,-2.6825201227e-03,3.0635181693e-03,1.0006934000e+00,1.5262148807e-01,7.1742119027e-05,-1.3153691922e-05,9.4637314476e-02,6.0186642661e-01,1.9743055556e-01,2.0070301783e-01,1.0000000000e-04,8.2410468396e-01,-1.7441042542e-02,-4.0027800089e-02,0.06266367098983104,0.04964991437290664,0.04733629781733177
227,000,1.0010000000e+00,-2.6764622918e-03,3.0572268301e-03,1.0006934000e+00,1.5320458797e-01,7.2119420654e-05,-1.3243236396e-05,9.4121176534e-02,6.0183299040e-01,1.9743484225e-01,2.0073216735e-01,1.0000000000e-04,8.2304889236e-01,-1.7456234386e-02,-4.0066333117e-02,0.06260060384165683,0.049670404063352575,0.04738506237972555
228,000,1.0010000000e+00,-2.6697512968e-03,3.0500932960e-03,1.0006934000e+00,1.5377144972e-01,7.2487025224e-05,-1.3340375611e-05,9.3618793211e-02,6.0149605624e-01,1.9743912894e-01,2.0106481481e-01,1.0000000000e-04,8.2202163627e-01,-1.7470911157e-02,-4.0103600923e-02,0.06253723261180459,0.049709182988043575,0.04744918438022472
229,000,1.0010000000e+00,-2.6624018893e-03,3.0421461540e-03,1.0006934000e+00,1.5432357024e-01,7.2846394804e-05,-1.3445673537e-05,9.3128568227e-02,6.0170953361e-01,1.9725137174e-01,2.0103909465e-01,1.0000000000e-04,8.2101840464e-01,-1.7485046271e-02,-4.0139562367e-02,0.06247362126583656,0.049746404107120196,0.04750815650922488
230,000,1.0010000000e+00,-2.6544300877e-03,3.0334173712e-03,1.0006934000e+00,1.5486250827e-01,7.3199374918e-05,-1.3560093660e-05,9.2648911833e-02,6.0167609739e-01,1.9742626886e-01,2.0089763374e-01,1.0000000000e-04,8.2003545122e-01,-1.7498626322e-02,-4.0174203642e-02,0.062409721408191246,0.04977745596265618,0.04755879235083055
231,000,1.0010000000e+00,-2.6458529137e-03,3.0239411001e-03,1.0006934000e+00,1.5538982335e-01,7.3548282305e-05,-1.3685022402e-05,9.2178281279e-02,6.0135545267e-01,1.9762774348e-01,2.0101680384e-01,1.0000000000e-04,8.1906966757e-01,-1.7511648645e-02,-4.0207533068e-02,0.06234560059332706,0.049803651412552795,0.04760421932829957
232,000,1.0010000000e+00,-2.6366879514e-03,3.0137524748e-03,1.0006934000e+00,1.5590702974e-01,7.3895963676e-05,-1.3822275402e-05,9.1715211365e-02,6.0109053498e-01,1.9782836077e-01,2.0108110425e-01,1.0000000000e-04,8.1811847443e-01,-1.7524119035e-02,-4.0239576178e-02,0.062281291703389495,0.04982252998691471,0.04764589982894471
233,000,1.0010000000e+00,-2.6269528763e-03,3.0028865372e-03,1.0006934000e+00,1.5641556386e-01,7.4245828019e-05,-1.3974088061e-05,9.1258335386e-02,6.0104852538e-01,1.9780692730e-01,2.0114454733e-01,1.0000000000e-04,8.1717972896e-01,-1.7536049688e-02,-4.0270371312e-02,0.06221692292063977,0.049836681791759874,0.04767766015339959
234,000,1.0010000000e+00,-2.6166650228e-03,2.9913773464e-03,1.0006934000e+00,1.5691676322e-01,7.4601853695e-05,-1.4143090890e-05,9.0806397605e-02,6.0083333333e-01,1.9777692044e-01,2.0138974623e-01,1.0000000000e-04,8.1625164591e-01,-1.7547457423e-02,-4.0299965798e-02,0.06215243963779015,0.04985341865874948,0.0477143937827234
235,000,1.0010000000e+00,-2.6058410198e-03,2.9792572825e-03,1.0006934000e+00,1.5741185455e-01,7.4968569797e-05,-1.4332268546e-05,9.0358258659e-02,6.0112054184e-01,1.9766975309e-01,2.0120970508e-01,1.0000000000e-04,8.1533273107e-01,-1.7558362191e-02,-4.0328412765e-02,0.06208784009376865,0.049867493991638395,0.04778018012440153
236,000,1.0010000000e+00,-2.5944965028e-03,2.9665565289e-03,1.0006934000e+00,1.5790194912e-01,7.5351009180e-05,-1.4544899645e-05,8.9912895411e-02,6.0138031550e-01,1.9717935528e-01,2.0144032922e-01,1.0000000000e-04,8.1442172538e-01,-1.7568785848e-02,-4.0355768550e-02,0.062023195348404524,0.04987573432263504,0.04784984952468447
237,000,1.0010000000e+00,-2.5826459014e-03,2.9533027120e-03,1.0006934000e+00,1.5838804342e-01,7.5754628235e-05,-1.4784472491e-05,8.9469396642e-02,6.0114368999e-01,1.9727623457e-01,2.0158007545e-01,1.0000000000e-04,8.1351755816e-01,-1.7578751190e-02,-4.0382090654e-02,0.061958659633618136,0.04988509753663411,0.0478519645263119
238,000,1.0010000000e+00,-2.5703022938e-03,2.9395206675e-03,1.0006934000e+00,1.5887102345e-01,7.6185186007e-05,-1.5054569875e-05,8.9026955936e-02,6.0088391632e-01,1.9728909465e-01,2.0182698903e-01,1.0000000000e-04,8.1261930823e-01,-1.7588281202e-02,-4.0407436163e-02,0.06189425866866505,0.049891413883061314,0.04785129606194327
239,000,1.0010000000e+00,-2.5574773172e-03,2.9252323066e-03,1.0006934000e+00,1.5935167124e-01,7.6648572391e-05,-1.5358713898e-05,8.8584862947e-02,6.0094221536e-01,1.9722136488e-01,2.0183641975e-01,1.0000000000e-04,8.1172617159e-01,-1.7597398486e-02,-4.0431860581e-02,0.061829934563565794,0.04989196920358682,0.04785651194613531
240,000,1.0010000000e+00,-2.5441811256e-03,2.9104565560e-03,1.0006934000e+00,1.5983067223e-01,7.7150571899e-05,-1.5700159326e-05,8.8142494135e-02,6.0116083676e-01,1.9729423868e-01,2.0154492455e-01,1.0000000000e-04,8.1083743444e-01,-1.7606124846e-02,-4.0455416976e-02,0.061765763260575784,0.04995160823295224,0.047859986068108144
241,000,1.0010000000e+00,-2.5304223814e-03,2.8952093468e-03,1.0006934000e+00,1.6030862259e-01,7.7696545589e-05,-1.6081621018e-05,8.7699303884e-02,6.0158007545e-01,1.9710905350e-01,2.0131087106e-01,1.0000000000e-04,8.0995245062e-01,-1.7614480995e-02,-4.0478155400e-02,0.06170165228535953,0.05001942814262339,0.04786528543268631
242,000,1.0010000000e+00,-2.5162082754e-03,2.8795036336e-03,1.0006934000e+00,1.6078603536e-01,7.8291009009e-05,-1.6504917421e-05,8.7254816764e-02,6.0133230453e-01,1.9718192730e-01,2.0148576818e-01,1.0000000000e-04,8.0907062240e-01,-1.7622486353e-02,-4.0500122500e-02,0.06163763989128862,0.05007368557942709,0.04787243166913829
243,000,1.0010000000e+00,-2.5015445660e-03,2.8633494258e-03,1.0006934000e+00,1.6126334498e-01,7.8937078163e-05,-1.6970507599e-05,8.6808621517e-02,6.0151748971e-01,1.9691443759e-01,2.0156807270e-01,1.0000000000e-04,8.0819138393e-01,-1.7630158919e-02,-4.0521361291e-02,0.06157362069364466,0.050124623174916734,0.04787637723127655
244,000,1.0010000000e+00,-2.4864356348e-03,2.8467538151e-03,1.0006934000e+00,1.6174090947e-01,7.9635748247e-05,-1.7476893755e-05,8.6360367236e-02,6.0118998628e-01,1.9698731139e-01,2.0182270233e-01,1.0000000000e-04,8.0731418633e-01,-1.7637515195e-02,-4.0541911026e-02,0.061509631007676875,0.05017480443741136,0.04788162988690271
245,000,1.0010000000e+00,-2.4708845554e-03,2.8297209867e-03,1.0006934000e+00,1.6221900983e-01,8.0384960977e-05,-1.8019854166e-05,8.5909762087e-02,6.0112397119e-01,1.9686042524e-01,2.0201560357e-01,1.0000000000e-04,8.0643848395e-01,-1.7644570148e-02,-4.0561807146e-02,0.06144563325875483,0.050220050084929024,0.04788233410609844
246,000,1.0010000000e+00,-2.4548931808e-03,2.8122522010e-03,1.0006934000e+00,1.6269784624e-01,8.1178405319e-05,-1.8591462894e-05,8.5456574931e-02,6.0108796296e-01,1.9704132373e-01,2.0187071331e-01,1.0000000000e-04,8.0556372078e-01,-1.7651337193e-02,-4.0581081280e-02,0.061381620620609104,0.0502492177374148,0.04829751186975356
247,000,1.0010000000e+00,-2.4384622546e-03,2.7943457351e-03,1.0006934000e+00,1.6317753054e-01,8.2003983238e-05,-1.9178842151e-05,8.5000640288e-02,6.0098336763e-01,1.9693758573e-01,2.0207904664e-01,1.0000000000e-04,8.0468931653e-01,-1.7657828193e-02,-4.0599761252e-02,0.0613176369110699,0.05027832692249001,0.04839202008629126
248,000,1.0010000000e+00,-2.4215915689e-03,2.7759967727e-03,1.0006934000e+00,1.6365807414e-01,8.2841856573e-05,-1.9762581154e-05,8.4541867303e-02,6.0094050069e-01,1.9716392318e-01,2.0189557613e-01,1.0000000000e-04,8.0381465123e-01,-1.7664053471e-02,-4.0617871104e-02,0.06125353685382357,0.0503110034677305,0.04847590712875744
249,000,1.0010000000e+00,-2.4042802011e-03,2.7571972341e-03,1.0006934000e+00,1.6413937030e-01,8.3661974223e-05,-2.0314742341e-05,8.4080253814e-02,6.0101851852e-01,1.9679441015e-01,2.0218707133e-01,1.0000000000e-04,8.0293904742e-01,-1.7670021809e-02,-4.0635431092e-02,0.06118921639935922,0.0503487034842836,0.048564754474716344
250,000,1.0010000000e+00,-2.3865269007e-03,2.7379355423e-03,1.0006934000e+00,1.6462116876e-01,8.4420962638e-05,-2.0796364850e-05,8.3615907414e-02,6.0102451989e-01,1.9673010974e-01,2.0224537037e-01,1.0000000000e-04,8.0206174863e-01,-1.7675740467e-02,-4.0652457670e-02,0.061124578802665946,0.050393007615236074,0.04865166504486289
251,000,1.0010000000e+00,-2.3683307503e-03,2.7181963317e-03,1.0006934000e+00,1.6510303981e-01,8.5058253396e-05,-2.1154372582e-05,8.3149076781e-02,6.0093192730e-01,1.9659979424e-01,2.0246827846e-01,1.0000000000e-04,8.0118189209e-01,-1.7681215193e-02,-4.0668963421e-02,0.061059561791663136,0.05042760797469516,0.04871539647465364
252,000,1.0010000000e+00,-2.3496923461e-03,2.6979601349e-03,1.0006934000e+00,1.6558432256e-01,8.5491333352e-05,-2.1317815447e-05,8.2680199171e-02,6.0114883402e-01,1.9641117970e-01,2.0243998628e-01,1.0000000000e-04,8.0029847333e-01,-1.7686450259e-02,-4.0684956956e-02,0.06099415008477037,0.05046310835965054,0.048781468350103725
253,000,1.0010000000e+00,-2.3306159799e-03,2.6772031457e-03,1.0006934000e+00,1.6606404819e-01,8.5610067223e-05,-2.1193451536e-05,8.2209975236e-02,6.0142918381e-01,1.9617283951e-01,2.0239797668e-01,1.0000000000e-04,7.9941029879e-01,-1.7691448534e-02,-4.0700442747e-02,0.060928152647541346,0.050500795473969434,0.04885375079085162
254,000,1.0010000000e+00,-2.3111138338e-03,2.6558973107e-03,1.0006934000e+00,1.6654082113e-01,8.5270227871e-05,-2.0660889972e-05,8.1739493651e-02,6.0136231139e-01,1.9617112483e-01,2.0246656379e-01,1.0000000000e-04,7.9851592103e-01,-1.7696211654e-02,-4.0715420904e-02,0.060861316526183325,0.05054251418208784,0.04893588730895453
255,000,1.0010000000e+00,-2.2912144345e-03,2.6340113907e-03,1.0006934000e+00,1.6701262211e-01,8.4286820698e-05,-1.9568021443e-05,8.1270455207e-02,6.0102023320e-01,1.9636745542e-01,2.0261231139e-01,1.0000000000e-04,7.9761354824e-01,-1.7700740403e-02,-4.0729886822e-02,0.060793441918781665,0.050581660285038105,0.04909829302457154
256,000,1.0010000000e+00,-2.2709808447e-03,2.6115146731e-03,1.0006934000e+00,1.6747644947e-01,8.2428796358e-05,-1.7728615058e-05,8.0805618880e-02,6.0101251715e-01,1.9620970508e-01,2.0277777778e-01,1.0000000000e-04,7.9670091574e-01,-1.7705035501e-02,-4.0743830522e-02,0.060724178826718024,0.05062183665272407,0.049261850680312615
257,000,1.0010000000e+00,-2.2505536161e-03,2.5883881675e-03,1.0006934000e+00,1.6792756957e-01,7.9418827305e-05,-1.4926486265e-05,8.0349818418e-02,6.0090363512e-01,1.9613854595e-01,2.0295781893e-01,1.0000000000e-04,7.9577510038e-01,-1.7709099264e-02,-4.0757234919e-02,0.06065300077562802,0.050662012052188475,0.049246324034103076
258,000,1.0010000000e+00,-2.2302675381e-03,2.5646593428e-03,1.0006934000e+00,1.6835761410e-01,7.4945478641e-05,-1.0935965184e-05,7.9912743464e-02,6.0123799726e-01,1.9580847051e-01,2.0295353224e-01,1.0000000000e-04,7.9483225035e-01,-1.7712939123e-02,-4.0770069736e-02,0.06057980784152965,0.050701515101229805,0.04922523026282058
259,000,1.0010000000e+00,-2.2110501158e-03,2.5405286923e-03,1.0006934000e+00,1.6874819026e-01,6.8697424418e-05,-5.5786602051e-06,7.9518800381e-02,6.0137431413e-01,1.9558213306e-01,2.0304355281e-01,1.0000000000e-04,7.9386719218e-01,-1.7716575543e-02,-4.0782264460e-02,0.06050399613893222,0.05074408115342115,0.04920117010786913
260,000,1.0010000000e+00,-2.1964553328e-03,2.5170311994e-03,1.0006934000e+00,1.6903777347e-01,6.0387608134e-05,1.1502069600e-06,7.9259649226e-02,6.0131087106e-01,1.9541152263e-01,2.0327760631e-01,1.0000000000e-04,7.9287286276e-01,-1.7720063260e-02,-4.0793539427e-02,0.06042405220757098,0.05079388296777562,0.04917864100856213
261,000,1.0010000000e+00,-2.2030857162e-03,2.4994758991e-03,1.0006934000e+00,1.6895123463e-01,5.0117265497e-05,8.8902478578e-06,7.9713144319e-02,6.0137088477e-01,1.9539866255e-01,2.0323045267e-01,1.0000000000e-04,7.9183941714e-01,-1.7723600627e-02,-4.0803253921e-02,0.060338848947827976,0.05086527373078446,0.049155736865965506
262,000,1.0010000000e+00,-2.1792678381e-03,2.4710648800e-03,1.0006934000e+00,1.6934957837e-01,4.2078944224e-05,1.6067018035e-05,7.9737488304e-02,6.0153034979e-01,1.9544924554e-01,2.0302040466e-01,1.0000000000e-04,7.9075521346e-01,-1.7727354842e-02,-4.0816936926e-02,0.060245489857689155,0.05096939475792285,0.049117907384889886
263,000,1.0010000000e+00,-2.2752199064e-03,2.4692642286e-03,1.0006934000e+00,1.6838304924e-01,2.6426600440e-05,2.1515565281e-05,8.0583521163e-02,6.0174125514e-01,1.9490912209e-01,2.0334962277e-01,1.0000000000e-04,7.8959994388e-01,-1.7736440151e-02,-4.0821240466e-02,0.06013669106296063,0.051023047278183874,0.04908301745534949
264,000,1.0010000000e+00,-2.2975842363e-03,2.4153272013e-03,1.0006934000e+00,1.6997357485e-01,2.2141537281e-05,2.1166771849e-05,7.7489927914e-02,6.0190414952e-01,1.9481738683e-01,2.0327846365e-01,1.0000000000e-04,7.8837180443e-01,-1.7747309926e-02,-4.0826448290e-02,0.059985441409270736,0.05126533387139544,0.04915953800009801
265,000,1.0010000000e+00,-2.2810449749e-03,2.3877306207e-03,1.0006934000e+00,1.7036958341e-01,2.7436084130e-05,1.4788689850e-05,7.7201946069e-02,6.0171124829e-01,1.9489368999e-01,2.0339506173e-01,1.0000000000e-04,7.8708874989e-01,-1.7755907572e-02,-4.0846815239e-02,0.059726851484850144,0.051599616894285154,0.049263266962925004
266,000,1.0010000000e+00,-2.2678148114e-03,2.3634285464e-03,1.0006934000e+00,1.7072754720e-01,3.2529648938e-05,8.4377466438e-06,7.6966380829e-02,6.0133058985e-01,1.9499657064e-01,2.0367283951e-01,1.0000000000e-04,7.8578501600e-01,-1.7765567455e-02,-4.0869144230e-02,0.05964065272608747,0.051659701215425846,0.04925259010048209
267,000,1.0010000000e+00,-2.2577889390e-03,2.3425605899e-03,1.0006934000e+00,1.7105143557e-01,3.5177387936e-05,4.5809407364e-06,7.6766124692e-02,6.0122342250e-01,1.9487911523e-01,2.0389746228e-01,1.0000000000e-04,7.8450813840e-01,-1.7776169548e-02,-4.0893160404e-02,0.05959211938107858,0.051716818974681694,0.049272256591181354
268,000,1.0010000000e+00,-2.2498781735e-03,2.3244155725e-03,1.0006934000e+00,1.7136206139e-01,3.5902005447e-05,2.7683693142e-06,7.6569699737e-02,6.0116598080e-01,1.9483367627e-01,2.0400034294e-01,1.0000000000e-04,7.8329325275e-01,-1.7787528325e-02,-4.0918559954e-02,0.05954386746482125,0.05177326612016927,0.049280395657535954
269,000,1.0010000000e+00,-2.2429112276e-03,2.3081063874e-03,1.0006934000e+00,1.7167961898e-01,3.5671822837e-05,2.0017647511e-06,7.6352572552e-02,6.0121656379e-01,1.9459190672e-01,2.0419152949e-01,1.0000000000e-04,7.8215569441e-01,-1.7799487229e-02,-4.0945097942e-02,0.05949592455283686,0.05182519861876827,0.04928229341921298
270,000,1.0010000000e+00,-2.2360968397e-03,2.2929587494e-03,1.0006934000e+00,1.7201515976e-01,3.5054766500e-05,1.6796795679e-06,7.6104297393e-02,6.0105366941e-01,1.9463220165e-01,2.0431412894e-01,1.0000000000e-04,7.8109659056e-01,-1.7811926728e-02,-4.0972564916e-02,0.05944826500787539,0.05187146657852335,0.049274341667603874
271,000,1.0010000000e+00,-2.2289999103e-03,2.2785444497e-03,1.0006934000e+00,1.7237230563e-01,3.4304272958e-05,1.5326597677e-06,7.5823721106e-02,6.0107338820e-01,1.9450017147e-01,2.0442644033e-01,1.0000000000e-04,7.8011018665e-01,-1.7824747778e-02,-4.1000763696e-02,0.05940093650603172,0.05191347622141683,0.049259388923141245
272,000,1.0010000000e+00,-2.2214038663e-03,2.2646063928e-03,1.0006934000e+00,1.7275055366e-01,3.3524569387e-05,1.4506991047e-06,7.5513828218e-02,6.0101423182e-01,1.9466649520e-01,2.0431927298e-01,1.0000000000e-04,7.7918834939e-01,-1.7837859387e-02,-4.1029500121e-02,0.05935392943299267,0.05195048420960221,0.049240209746456244
273,000,1.0010000000e+00,-2.2132150914e-03,2.2509920526e-03,1.0006934000e+00,1.7314728481e-01,3.2757778563e-05,1.3895597901e-06,7.5179168444e-02,6.0095850480e-01,1.9459276406e-01,2.0444873114e-01,1.0000000000e-04,7.7832262566e-01,-1.7851174260e-02,-4.1058583134e-02,0.059307374780761216,0.05198258025346893,0.04921805315581888
274,000,1.0010000000e+00,-2.2044097688e-03,2.2376105267e-03,1.0006934000e+00,1.7355882666e-01,3.2020503981e-05,1.3312423775e-06,7.4824788533e-02,6.0098593964e-01,1.9437414266e-01,2.0463991770e-01,1.0000000000e-04,7.7750504653e-01,-1.7864609299e-02,-4.1087829852e-02,0.059261269098948584,0.05201370510696923,0.04919651884094729
275,000,1.0010000000e+00,-2.1950018434e-03,2.2244056527e-03,1.0006934000e+00,1.7398116296e-01,3.1318470562e-05,1.2683459916e-06,7.4455656611e-02,6.0088906036e-01,1.9453532236e-01,2.0457561728e-01,1.0000000000e-04,7.7672840780e-01,-1.7878087789e-02,-4.1117071622e-02,0.059215564805649344,0.052031849518111004,0.049182070697750234
276,000,1.0010000000e+00,-2.1850208178e-03,2.2113386836e-03,1.0006934000e+00,1.7441053474e-01,3.0652511319e-05,1.1978637007e-06,7.4076190249e-02,6.0108539095e-01,1.9438185871e-01,2.0453275034e-01,1.0000000000e-04,7.7598634748e-01,-1.7891541497e-02,-4.1146158639e-02,0.05917021476470014,0.0520422475147765,0.04917147378490118
277,000,1.0010000000e+00,-2.1744956596e-03,2.1983770859e-03,1.0006934000e+00,1.7484394831e-01,3.0021151502e-05,1.1186440928e-06,7.3689842642e-02,6.0061899863e-01,1.9457818930e-01,2.0480281207e-01,1.0000000000e-04,7.7527334018e-01,-1.7904912033e-02,-4.1174962474e-02,0.059125226052519284,0.05204615585923726,0.049183253852865934
278,000,1.0010000000e+00,-2.1634440173e-03,2.1854877533e-03,1.0006934000e+00,1.7527953610e-01,2.9421801913e-05,1.0303097736e-06,7.3298804935e-02,6.0067815501e-01,1.9448988340e-01,2.0483196159e-01,1.0000000000e-04,7.7458465242e-01,-1.7918151388e-02,-4.1203376782e-02,0.05908061301384336,0.0520498156086972,0.04920513939411327
279,000,1.0010000000e+00,-2.1518664021e-03,2.1726336008e-03,1.0006934000e+00,1.7571674610e-01,2.8851348246e-05,9.3277898483e-07,7.2903859472e-02,6.0076303155e-01,1.9456361454e-01,2.0467335391e-01,1.0000000000e-04,7.7391627701e-01,-1.7931221810e-02,-4.1231316739e-02,0.059036303387016265,0.05205115140164192,0.04921897326741007
280,000,1.0010000000e+00,-2.1397447321e-03,2.1597727701e-03,1.0006934000e+00,1.7615639274e-01,2.8306457000e-05,8.2604958889e-07,7.2504359750e-02,6.0077417695e-01,1.9445901920e-01,2.0476680384e-01,1.0000000000e-04,7.7326485670e-01,-1.7944095209e-02,-4.1258717681e-02,0.05899225064405605,0.05205030892492952,0.049225958444419946
281,000,1.0010000000e+00,-2.1270445838e-03,2.1468599238e-03,1.0006934000e+00,1.7660064335e-01,2.7783733830e-05,7.1010361926e-07,7.2098269401e-02,6.0077246228e-01,1.9451817558e-01,2.0470936214e-01,1.0000000000e-04,7.7262760404e-01,-1.7956752283e-02,-4.1285533294e-02,0.05894841362061404,0.05205305758834318,0.04921427313519214
282,000,1.0010000000e+00,-2.1137208003e-03,2.1338494567e-03,1.0006934000e+00,1.7705303785e-01,2.7279790861e-05,5.8487075381e-07,7.1682167489e-02,6.0068672840e-01,1.9452760631e-01,2.0478566529e-01,1.0000000000e-04,7.7200222244e-01,-1.7969181503e-02,-4.1311733594e-02,0.05890476181204236,0.05205179795502149,0.04918989757773047
