index,frame,F11,F12,F21,F22,E11,E12,E21,E22,P11,P12,P21,P22,S11,S12,S21,S22,vol_square,vol_rectangle_p,vol_rectangle_m,Psi,Psi_me,Psi_couple,len_c,len_s_r_p,len_s_r_m
1227,400,1.0009971551e+00,1.8237849382e-04,1.4448788104e-04,1.0007279401e+00,9.9766270732e-04,1.6357670652e-04,1.6357670652e-04,7.2822169264e-04,1.8320678728e-01,1.0083639619e-03,5.7065536812e-04,7.0440369706e-02,1.8302418460e-01,9.9453481898e-04,5.4381472696e-04,7.0388987041e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655733361e-01,-1.9229868177e-02,-4.3756699711e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1228,400,1.0009971551e+00,1.8400402371e-04,1.4444209236e-04,1.0006462430e+00,9.9766270071e-04,1.6436147066e-04,1.6436147066e-04,6.4646879343e-04,1.8105265138e-01,1.0061820322e-03,5.6209926227e-04,6.6016507268e-02,1.8087219519e-01,9.9305237339e-04,5.3562755836e-04,6.5973728766e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655175679e-01,-1.9235444994e-02,-4.3757533805e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1229,400,1.0009928553e+00,1.8230575653e-04,1.4448368909e-04,1.0007279401e+00,9.9335858064e-04,1.6353781216e-04,1.6353781216e-04,7.2822167937e-04,1.8297398837e-01,1.0070506287e-03,5.7057570461e-04,7.0326464687e-02,1.8279240284e-01,9.9325290519e-04,5.4376935238e-04,7.0275165066e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655654187e-01,-1.9230659914e-02,-4.3757228916e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1230,400,1.0009928553e+00,3.3824315245e-04,-4.9997660085e-04,1.0006462430e+00,9.9347313117e-04,-8.0860364145e-05,-8.0860364145e-05,6.4650904542e-04,1.8190133574e-01,-1.6648257675e-04,-2.5064565643e-03,6.6027017084e-02,1.8172172890e-01,-1.8861404149e-04,-2.4140398955e-03,6.5984280900e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654956802e-01,-1.9237633771e-02,-4.3760474236e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1231,400,1.0009928553e+00,1.8394206327e-04,1.4442725675e-04,1.0006462430e+00,9.9335857248e-04,1.6432264149e-04,1.6432264149e-04,6.4646878203e-04,1.8081851821e-01,1.0048788268e-03,5.6203441327e-04,6.5904103374e-02,1.8063907124e-01,9.9177945198e-04,5.3559908057e-04,6.5861397664e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655097408e-01,-1.9236227706e-02,-4.3758076725e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1232,400,1.0009846465e+00,3.8670353117e-04,-7.0711587564e-04,1.0006904142e+00,9.8538123267e-04,-1.6025989051e-04,-1.6025989051e-04,6.9072726397e-04,1.8300804336e-01,-5.4497000400e-04,-3.4959833868e-03,6.8248623027e-02,1.8282932213e-01,-5.7078160464e-04,-3.3643790556e-03,6.8201132391e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655152477e-01,-1.9235677020e-02,-4.3761757935e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1233,400,1.0009803466e+00,3.8662525333e-04,-7.0711758394e-04,1.0006904142e+00,9.8107716159e-04,-1.6030075392e-04,-1.6030075392e-04,6.9072723370e-04,1.8277507855e-01,-5.4589159369e-04,-3.4956306643e-03,6.8134581160e-02,1.8259737052e-01,-5.7165539207e-04,-3.3641901683e-03,6.8087168587e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655074066e-01,-1.9236461125e-02,-4.3762290433e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1234,400,1.0009846465e+00,3.8745560970e-04,-7.0721243579e-04,1.0006587517e+00,9.8538130096e-04,-1.5992059833e-04,-1.5992059833e-04,6.5904369776e-04,1.8218140539e-01,-5.4466717048e-04,-3.4984771565e-03,6.6538451485e-02,1.8200350106e-01,-5.6986961871e-04,-3.3675436422e-03,6.6494245272e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654940423e-01,-1.9237797558e-02,-4.3762088572e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1235,400,1.0009846465e+00,1.3338859633e-04,3.5162663306e-04,1.0006904142e+00,9.8519304689e-04,2.4269466901e-04,2.4269466901e-04,6.9066142900e-04,1.8124324524e-01,1.3807708085e-03,1.5479897903e-03,6.8054889651e-02,1.8106476261e-01,1.3703500792e-03,1.4832985071e-03,6.8007454487e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655384949e-01,-1.9233352301e-02,-4.3757832626e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1236,400,1.0009846465e+00,1.3398929779e-04,3.5162768381e-04,1.0006587517e+00,9.8519304726e-04,2.4299027451e-04,2.4299027451e-04,6.5897765198e-04,1.8040669562e-01,1.3796798752e-03,1.5443802028e-03,6.6339592399e-02,1.8022903543e-01,1.3694485732e-03,1.4800317111e-03,6.6295438630e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655171767e-01,-1.9235484121e-02,-4.3758153145e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1237,400,1.0009803466e+00,1.3332125017e-04,3.5161782373e-04,1.0006904142e+00,9.8088897150e-04,2.4265626844e-04,2.4265626844e-04,6.9066142002e-04,1.8100992976e-01,1.3793628210e-03,1.5478168481e-03,6.7941662102e-02,1.8083245353e-01,1.3689690031e-03,1.4832089058e-03,6.7894305556e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655306472e-01,-1.9234137072e-02,-4.3758366712e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1238,400,1.0009803466e+00,3.8737973934e-04,-7.0721706187e-04,1.0006587517e+00,9.8107723194e-04,-1.5996171826e-04,-1.5996171826e-04,6.5904366837e-04,1.8194777399e-01,-5.4558445908e-04,-3.4981185099e-03,6.6425143455e-02,1.8177087997e-01,-5.7073959527e-04,-3.3673487957e-03,6.6381011217e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654862364e-01,-1.9238578151e-02,-4.3762626821e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1239,400,1.0009803466e+00,1.3392664208e-04,3.5161438266e-04,1.0006587517e+00,9.8088897029e-04,2.4295197292e-04,2.4295197292e-04,6.5897764359e-04,1.8017284499e-01,1.3782796413e-03,1.5442109157e-03,6.6226951765e-02,1.7999618813e-01,1.3680748039e-03,1.4799467497e-03,6.6182872650e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655093639e-01,-1.9236265398e-02,-4.3758692361e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1240,400,1.0010346811e+00,1.8815595192e-04,1.2189676958e-04,1.0007404488e+00,1.0352237653e-03,1.5516883060e-04,1.5516883060e-04,7.4074058728e-04,1.8560598226e-01,9.7873931696e-04,4.6498470875e-04,7.2110616345e-02,1.8541405467e-01,9.6418371378e-04,4.4205601463e-04,7.2057144191e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656505822e-01,-1.9222143566e-02,-4.3752006041e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1241,400,1.0010303812e+00,1.8808623646e-04,1.2188945856e-04,1.0007404488e+00,1.0309194769e-03,1.5512987422e-04,1.5512987422e-04,7.4074057417e-04,1.8537265597e-01,9.7743852692e-04,4.6491415941e-04,7.1997258253e-02,1.8518176502e-01,9.6291470594e-04,4.4201516475e-04,7.1943870135e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656425621e-01,-1.9222945575e-02,-4.3752539690e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1242,400,1.0010346811e+00,1.8878926699e-04,1.2187691367e-04,1.0007087863e+00,1.0352237628e-03,1.5547395101e-04,1.5547395101e-04,7.0905526510e-04,1.8477085898e-01,9.7788244842e-04,4.6171202786e-04,7.0395854381e-02,1.8457979490e-01,9.6360487820e-04,4.3890492236e-04,7.0345876749e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656280120e-01,-1.9224400586e-02,-4.3752328764e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1243,400,1.0010346811e+00,3.3140853987e-04,-4.7704799547e-04,1.0007404487e+00,1.0353301232e-03,-7.2824891520e-05,-7.2824891520e-05,7.4077777993e-04,1.8659404813e-01,-1.1523508420e-04,-2.3923749277e-03,7.2220415875e-02,1.8640194439e-01,-1.3900798675e-04,-2.3017479274e-03,7.2166913662e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656372837e-01,-1.9223473420e-02,-4.3754226236e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1244,400,1.0010346811e+00,3.3212761627e-04,-4.7712315518e-04,1.0007087862e+00,1.0353301591e-03,-7.2495035542e-05,-7.2495035542e-05,7.0909257696e-04,1.8576444473e-01,-1.1529860723e-04,-2.3949986227e-03,7.0508984724e-02,1.8557320115e-01,-1.3855661782e-04,-2.3048237241e-03,7.0458978262e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656147775e-01,-1.9225724043e-02,-4.3754554748e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1245,400,1.0010303812e+00,3.3133261544e-04,-4.7705125804e-04,1.0007404487e+00,1.0310258374e-03,-7.2865237852e-05,-7.2865237852e-05,7.4077775477e-04,1.8636096881e-01,-1.1626351329e-04,-2.3921476849e-03,7.2106558043e-02,1.8616990544e-01,-1.3999282252e-04,-2.3016308577e-03,7.2053139603e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656292674e-01,-1.9224275051e-02,-4.3754759004e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1246,400,1.0010303812e+00,1.8872365952e-04,1.2186553081e-04,1.0007087863e+00,1.0309194740e-03,1.5543501213e-04,1.5543501213e-04,7.0905525272e-04,1.8453701870e-01,9.7658558348e-04,4.6164719979e-04,7.0283074820e-02,1.8434698821e-01,9.6233934488e-04,4.3887059078e-04,7.0233177233e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656200269e-01,-1.9225199097e-02,-4.3752867720e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1247,400,1.0010303812e+00,3.3205455181e-04,-4.7712963949e-04,1.0007087862e+00,1.0310258748e-03,-7.2535563913e-05,-7.2535563913e-05,7.0909255269e-04,1.8553073955e-01,-1.1632287790e-04,-2.3947655260e-03,7.0395819462e-02,1.8534053344e-01,-1.3953777466e-04,-2.3047005241e-03,7.0345892684e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656067962e-01,-1.9226522165e-02,-4.3755093149e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1248,400,1.0010096638e+00,2.8847424923e-04,-2.9266809817e-04,1.0006653969e+00,1.0102162954e-03,-2.0486636942e-06,-2.0486636942e-06,6.6565987596e-04,1.8294053253e-01,2.1451747249e-04,-1.5151642944e-03,6.7464976826e-02,1.8275643136e-01,1.9487173387e-04,-1.4607053684e-03,6.7420172685e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655387150e-01,-1.9233330291e-02,-4.3757452773e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1249,400,1.0009553293e+00,2.8757314420e-04,-2.9276142372e-04,1.0006653969e+00,9.5582850014e-04,-2.5541775001e-06,-2.5541775001e-06,6.6565961642e-04,1.7998782215e-01,2.0053809626e-04,-1.5132914825e-03,6.6035657104e-02,1.7981645798e-01,1.8138734235e-04,-1.4596768957e-03,6.5991799469e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654399559e-01,-1.9243206196e-02,-4.3764244742e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1250,400,1.0010096638e+00,2.8697774649e-04,-2.9254308981e-04,1.0007338035e+00,1.0102162588e-03,-2.7451307192e-06,-2.7451307192e-06,7.3411393490e-04,1.8473531162e-01,2.1513030621e-04,-1.5091054437e-03,7.1161088978e-02,1.8454939606e-01,1.9452720836e-04,-1.4540498063e-03,7.1108965876e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655859987e-01,-1.9228601920e-02,-4.3756742660e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1251,400,1.0010096638e+00,4.3195923251e-04,-8.9175219243e-04,1.0006653969e+00,1.0105710791e-03,-2.2997509773e-04,-2.2997509773e-04,6.6571153983e-04,1.8409234651e-01,-8.7483038736e-04,-4.3887840102e-03,6.7605583788e-02,1.8390848450e-01,-9.0310164823e-04,-4.2219739277e-03,6.7559824349e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655525041e-01,-1.9231951373e-02,-4.3759477608e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1252,400,1.0010096638e+00,4.3027486229e-04,-8.9150406267e-04,1.0007338035e+00,1.0105708579e-03,-2.3072447812e-04,-2.3072447812e-04,7.3416530319e-04,1.8587725554e-01,-8.7596938874e-04,-4.3836666632e-03,7.1296420784e-02,1.8569158310e-01,-9.0570914308e-04,-4.2150288595e-03,7.1243334732e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655996614e-01,-1.9227235650e-02,-4.3758756584e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1253,400,1.0009553293e+00,4.3096494181e-04,-8.9178319910e-04,1.0006653969e+00,9.5618328416e-04,-2.3049996680e-04,-2.3049996680e-04,6.6571111083e-04,1.8114314181e-01,-8.8536048959e-04,-4.3830850368e-03,6.6169647189e-02,1.8097207208e-01,-9.1298577264e-04,-4.2188899472e-03,6.6124833746e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654537817e-01,-1.9241823613e-02,-4.3766260750e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1254,400,1.0009553293e+00,2.8598548857e-04,-2.9253726025e-04,1.0007338035e+00,9.5582843454e-04,-3.2466131120e-06,-3.2466131120e-06,7.3411365063e-04,1.8180435849e-01,2.0102235495e-04,-1.5073841554e-03,6.9708131517e-02,1.8163125642e-01,1.8092859741e-04,-1.4531838938e-03,6.9657069842e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654862781e-01,-1.9238573978e-02,-4.3763369419e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1255,400,1.0009553293e+00,4.2922052308e-04,-8.9145565723e-04,1.0007338035e+00,9.5618299212e-04,-2.3123962024e-04,-2.3123962024e-04,7.3416485009e-04,1.8295461001e-01,-8.8661729453e-04,-4.3781308700e-03,6.9831783825e-02,1.8278180112e-01,-9.1569341210e-04,-4.2120981470e-03,6.9779762890e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654999726e-01,-1.9237204528e-02,-4.3765359352e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1256,400,1.0009596292e+00,8.8355220241e-05,5.3615651771e-04,1.0007154315e+00,9.6023334215e-04,3.1249005473e-04,3.1249005473e-04,7.1569131065e-04,1.8031796460e-01,1.7092361644e-03,2.4217785782e-03,6.8725179526e-02,1.8014488701e-01,1.7015355147e-03,2.3235303961e-03,6.8675134883e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655265477e-01,-1.9234547021e-02,-4.3759847531e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1257,400,1.0010053639e+00,8.9094130284e-05,5.3622265022e-04,1.0007154315e+00,1.0060130556e-03,3.1289499155e-04,3.1289499155e-04,7.1569137621e-04,1.8279542045e-01,1.7250814493e-03,2.4246594668e-03,6.9934230163e-02,1.8261162216e-01,1.7171289169e-03,2.3250755465e-03,6.9883312677e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656103308e-01,-1.9226168709e-02,-4.3754211775e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1258,400,1.0009596292e+00,8.8988861009e-05,5.3611836165e-04,1.0006837690e+00,9.6023332169e-04,3.1277960004e-04,3.1277960004e-04,6.8400671740e-04,1.7947224645e-01,1.7079146832e-03,2.4179557089e-03,6.7016907595e-02,1.7929997849e-01,1.7003234011e-03,2.3202431878e-03,6.6970203872e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655049758e-01,-1.9236704206e-02,-4.3760230158e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1259,400,1.0009596292e+00,2.3153874548e-04,-6.2755829371e-05,1.0007154315e+00,9.6009157939e-04,8.4480104974e-05,8.4480104974e-05,7.1571419060e-04,1.8116128247e-01,6.1979502685e-04,-4.1478558383e-04,6.8800446605e-02,1.8098769474e-01,6.0329749577e-04,-4.0313913253e-04,6.8751297623e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654864577e-01,-1.9238556017e-02,-4.3762256800e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1260,400,1.0009596292e+00,2.3224213298e-04,-6.2837802951e-05,1.0006837690e+00,9.6009158453e-04,8.4792114905e-05,8.4792114905e-05,6.8402970427e-04,1.8032039064e-01,6.1925475671e-04,-4.1777233723e-04,6.7095429197e-02,1.8014761007e-01,6.0310425337e-04,-4.0617452767e-04,6.7049620645e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654649563e-01,-1.9240706161e-02,-4.3762648564e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1261,400,1.0010053639e+00,2.3233123894e-04,-6.2723279507e-05,1.0007154315e+00,1.0058712554e-03,8.4898331336e-05,8.4898331336e-05,7.1571437440e-04,1.8363615217e-01,6.3276120011e-04,-4.1505427942e-04,7.0014104971e-02,1.8345181003e-01,6.1588716589e-04,-4.0325907603e-04,6.9964089090e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655701913e-01,-1.9230182658e-02,-4.3756632377e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1262,400,1.0010053639e+00,8.9673213945e-05,5.3623585661e-04,1.0006837690e+00,1.0060130627e-03,3.1318294311e-04,3.1318294311e-04,6.8400677854e-04,1.8195587142e-01,1.7237217846e-03,2.4207713070e-03,6.8218572953e-02,1.8177291529e-01,1.7158835810e-03,2.3217106383e-03,6.8171039592e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655883860e-01,-1.9228363191e-02,-4.3754536407e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1263,400,1.0010053639e+00,2.3299260635e-04,-6.2762400481e-05,1.0006837690e+00,1.0058712578e-03,8.5210766624e-05,8.5210766624e-05,6.8402987884e-04,1.8280279501e-01,6.3220112718e-04,-4.1810168831e-04,6.8300558523e-02,1.8261929084e-01,6.1567948485e-04,-4.0636220538e-04,6.8253927247e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655483160e-01,-1.9232370193e-02,-4.3756965352e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1264,400,1.0009565020e+00,4.2408543008e-04,-8.6265218358e-04,1.0006622697e+00,9.5733153664e-04,-2.1936621167e-04,-2.1936621167e-04,6.6257893448e-04,1.8106363168e-01,-8.3229671498e-04,-4.2430806193e-03,6.6024079255e-02,1.8089233990e-01,-8.5945564858e-04,-4.0843285202e-03,6.5979641525e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654522710e-01,-1.9241974684e-02,-4.3766058892e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1265,400,1.0009959824e+00,4.2480954628e-04,-8.6263086785e-04,1.0006622697e+00,9.9685048055e-04,-2.1898475651e-04,-2.1898475651e-04,6.6257924183e-04,1.8320646891e-01,-8.2461706658e-04,-4.2470924405e-03,6.7088336380e-02,1.8302591430e-01,-8.5224883331e-04,-4.0865022705e-03,6.7043200522e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655238374e-01,-1.9234818044e-02,-4.3761149783e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1266,400,1.0009565020e+00,4.2299711449e-04,-8.6246507385e-04,1.0007056591e+00,9.5733137525e-04,-2.1983598403e-04,-2.1983598403e-04,7.0599749989e-04,1.8220544093e-01,-8.3304110888e-04,-4.2398661929e-03,6.8355165006e-02,1.8203305177e-01,-8.6111078925e-04,-4.0799899616e-03,6.8306221424e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654812167e-01,-1.9239080115e-02,-4.3765528373e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1267,400,1.0009565020e+00,3.4423500705e-04,-5.2913421548e-04,1.0006622697e+00,9.5709944375e-04,-9.2460188264e-05,-9.2460188264e-05,6.6254827128e-04,1.8039930301e-01,-2.2790250055e-04,-2.6423521123e-03,6.5943354081e-02,1.8022779095e-01,-2.5034798401e-04,-2.5453017453e-03,6.5899578318e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654408259e-01,-1.9243119201e-02,-4.3764962204e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1268,400,1.0009565020e+00,3.4320735491e-04,-5.2898638141e-04,1.0007056591e+00,9.5709936554e-04,-9.2912016006e-05,-9.2912016006e-05,7.0596694441e-04,1.8154353207e-01,-2.2802425240e-04,-2.6388444287e-03,6.8283493938e-02,1.8137092254e-01,-2.5120280244e-04,-2.5411085244e-03,6.8235210260e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654698163e-01,-1.9240220162e-02,-4.3764443601e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1269,400,1.0009959824e+00,3.4491853861e-04,-5.2908663208e-04,1.0006622697e+00,9.9661838088e-04,-9.2087479364e-05,-9.2087479364e-05,6.6254850681e-04,1.8254342010e-01,-2.1871941758e-04,-2.6448149061e-03,6.6984220083e-02,1.8236266847e-01,-2.4156758473e-04,-2.5466426917e-03,6.6939760096e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655124058e-01,-1.9235961207e-02,-4.3760033949e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1270,400,1.0009959824e+00,4.2374543890e-04,-8.6247822227e-04,1.0007056591e+00,9.9685034889e-04,-2.1945967797e-04,-2.1945967797e-04,7.0599781671e-04,1.8433748600e-01,-8.2521040221e-04,-4.2438023384e-03,6.9410329346e-02,1.8415579983e-01,-8.5375133913e-04,-4.0820914067e-03,6.9360648035e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655532270e-01,-1.9231879089e-02,-4.3760682627e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1271,400,1.0009959824e+00,3.4392635900e-04,-5.2897961767e-04,1.0007056591e+00,9.9661832426e-04,-9.2541996661e-05,-9.2541996661e-05,7.0596719143e-04,1.8367818166e-01,-2.1878871797e-04,-2.6412329697e-03,6.9334676547e-02,1.8349629696e-01,-2.4237647875e-04,-2.5423731200e-03,6.9285656283e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655418389e-01,-1.9233017898e-02,-4.3759590484e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1272,400,1.0010065366e+00,2.2544769281e-04,-3.3588343968e-05,1.0007123043e+00,1.0070437177e-03,9.6031172538e-05,9.6031172538e-05,7.1258340718e-04,1.8357119854e-01,6.8614983000e-04,-2.7674476074e-04,6.9871135427e-02,1.8338667410e-01,6.6973463866e-04,-2.7039250431e-04,6.9821423822e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655712197e-01,-1.9230079819e-02,-4.3756410093e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1273,400,1.0010460170e+00,2.2607834917e-04,-3.3506104066e-05,1.0007123043e+00,1.0465646527e-03,9.6392430179e-05,9.6392430179e-05,7.1258354956e-04,1.8571663666e-01,6.9742013300e-04,-2.7684953277e-04,7.0909036471e-02,1.8552263796e-01,6.8068852898e-04,-2.7044075584e-04,7.0858586402e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656444262e-01,-1.9222759164e-02,-4.3751477640e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1274,400,1.0010065366e+00,2.2660117455e-04,-3.3629139448e-05,1.0006556245e+00,1.0070437191e-03,9.6589034694e-05,9.6589034694e-05,6.5586511996e-04,1.8208290525e-01,6.8504082710e-04,-2.8231593720e-04,6.6800072410e-02,1.8189987891e-01,6.6924015011e-04,-2.7601783674e-04,6.6756327830e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655325252e-01,-1.9233949266e-02,-4.3756963198e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1275,400,1.0010065366e+00,1.4569138455e-04,2.9988241571e-04,1.0007123043e+00,1.0070881184e-03,2.2296702575e-04,2.2296702575e-04,7.1256861900e-04,1.8308133997e-01,1.2942160456e-03,1.3060347207e-03,6.9822268891e-02,1.8289706523e-01,1.2827596948e-03,1.2502965154e-03,6.9772185185e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655898182e-01,-1.9228219967e-02,-4.3755089862e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1276,400,1.0010065366e+00,1.4675589018e-04,2.9989876206e-04,1.0006556245e+00,1.0070881233e-03,2.2349949420e-04,2.2349949420e-04,6.5585022671e-04,1.8158669190e-01,1.2923249395e-03,1.2996846011e-03,6.6749043784e-02,1.8140391958e-01,1.2812459777e-03,1.2444658878e-03,6.6704926153e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655510562e-01,-1.9232096171e-02,-4.3755638808e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1277,400,1.0010460170e+00,1.4628606446e-04,2.9998790626e-04,1.0007123043e+00,1.0466090877e-03,2.2332033556e-04,2.2332033556e-04,7.1256870581e-04,1.8522724613e-01,1.3068728694e-03,1.3074420818e-03,7.0858421664e-02,1.8503351492e-01,1.2951599454e-03,1.2510431417e-03,7.0807596575e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656630480e-01,-1.9220896984e-02,-4.3750154508e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1278,400,1.0010460170e+00,2.2716970381e-04,-3.3484542430e-05,1.0006556245e+00,1.0465646519e-03,9.6950415736e-05,9.6950415736e-05,6.5586524895e-04,1.8423439579e-01,6.9624584535e-04,-2.8251549843e-04,6.7830887926e-02,1.8404194752e-01,6.8013538026e-04,-2.7617187297e-04,6.7786468229e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656051591e-01,-1.9226685875e-02,-4.3751949539e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1279,400,1.0010460170e+00,1.4727549319e-04,3.0007574167e-04,1.0006556245e+00,1.0466091141e-03,2.2385101228e-04,2.2385101228e-04,6.5585030310e-04,1.8373792840e-01,1.3049189059e-03,1.3009983802e-03,6.7778843737e-02,1.8354575304e-01,1.2935902233e-03,1.2451044312e-03,6.7734047458e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0656237137e-01,-1.9224830417e-02,-4.3750624164e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1280,400,1.0010315539e+00,3.2557422038e-04,-4.4802384850e-04,1.0006872870e+00,1.0321863058e-03,-6.1210850864e-05,-6.1210850864e-05,6.8757618841e-04,1.8498000260e-01,-6.2970589469e-05,-2.2570918800e-03,6.9255564307e-02,1.8479008907e-01,-8.5414807214e-05,-2.1728081703e-03,6.9207960307e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0655937627e-01,-1.9227825519e-02,-4.3755047455e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
1281,400,1.0009709651e+00,3.2453803350e-04,-4.4810517016e-04,1.0006872870e+00,9.7153691407e-04,-6.1779999204e-05,-6.1779999204e-05,6.8757585159e-04,1.8168941310e-01,-7.7596333182e-05,-2.2539538254e-03,6.7658583066e-02,1.8151387407e-01,-9.9442466126e-05,-2.1711243344e-03,6.7612069608e-02,0.60051097394,0.19277006173,0.20671896432999998,7.0654826791e-01,-1.9238933881e-02,-4.3762610659e-02,0.053998957800191684,0.04921291011859834,0.0451146847911289
