index,frame,F11,F12,F21,F22,E11,E12,E21,E22,P11,P12,P21,P22,S11,S12,S21,S22,vol_square,vol_rectangle_p,vol_rectangle_m,Psi,Psi_me,Psi_couple,len_c,len_s_r_p,len_s_r_m
083,100,1.0010004461e+00,1.7709018273e-03,-1.3558759846e-03,1.0006933093e+00,1.0018657281e-03,2.0792874648e-04,2.0792874648e-04,6.9511772150e-04,8.5524140221e-02,7.1862096837e-05,1.0690634842e-04,1.3985204673e-01,8.5438269644e-02,-1.7545460543e-04,2.2259571871e-04,1.3975491545e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823009366e+00,-1.1869696699e-02,-2.7761979982e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
085,100,1.0009995587e+00,1.7719915118e-03,-1.3571256644e-03,1.0006933023e+00,1.0009791525e-03,2.0784807926e-04,2.0784807926e-04,6.9511263222e-04,8.5678832742e-02,7.2252018125e-05,1.0629739029e-04,1.3966998838e-01,8.5592883711e-02,-1.7489530800e-04,2.2230356589e-04,1.3957298475e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823014120e+00,-1.1869221266e-02,-2.7761595924e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
086,100,1.0009709968e+00,1.6759207419e-03,-1.4721690093e-03,1.0006803351e+00,9.7255186618e-04,1.0218873900e-04,1.0218873900e-04,6.8197091001e-04,7.8704037033e-02,-3.6038020914e-04,-1.9088071845e-03,1.5542371321e-01,7.8630689850e-02,-6.2007732022e-04,-1.7918304745e-03,1.5531713265e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822616886e+00,-1.1908944667e-02,-2.7800442813e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
087,100,1.0009995774e+00,1.7717785417e-03,-1.3568512315e-03,1.0006932096e+00,1.0009975264e-03,2.0787887883e-04,2.0787887883e-04,6.9501951541e-04,8.5648878667e-02,7.1418842783e-05,1.0626427254e-04,1.3968653127e-01,8.5562958165e-02,-1.7572723464e-04,2.2220644205e-04,1.3958952802e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823013199e+00,-1.1869313394e-02,-2.7761708808e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
098,100,1.0009940597e+00,1.5297492067e-03,-8.6628510645e-04,1.0007428785e+00,9.9492897603e-04,3.3217060885e-04,3.3217060885e-04,7.4432448930e-04,8.1436462970e-02,6.5810989468e-04,9.9225122881e-04,1.4445077853e-01,8.1353967773e-02,4.3686561640e-04,1.0619380685e-03,1.4434392698e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822747752e+00,-1.1895858109e-02,-2.7806555073e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
102,100,1.0010085228e+00,1.5307467050e-03,-8.6754686660e-04,1.0007428785e+00,1.0094077048e-03,3.3204957474e-04,3.3204957474e-04,7.4432601572e-04,8.1752385717e-02,6.9502188038e-04,9.8753867866e-04,1.4516194665e-01,8.1668402345e-02,4.7250350092e-04,1.0576041738e-03,1.4505459863e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822758914e+00,-1.1894741840e-02,-2.7806472789e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
103,100,1.0010085228e+00,1.6523489426e-03,-1.3541375407e-03,1.0007428785e+00,1.0099482303e-03,1.4943593694e-04,1.4943593694e-04,7.4451955469e-04,8.1652831552e-02,-1.3222837179e-04,-1.3153623935e-03,1.4974348492e-01,8.1572553211e-02,-3.7909001938e-04,-1.2040075057e-03,1.4963181332e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822738133e+00,-1.1896819976e-02,-2.7783577627e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
120,100,1.0009690423e+00,1.6352893324e-03,-1.2781363180e-03,1.0006994890e+00,9.7032866557e-04,1.7892181833e-04,1.7892181833e-04,7.0107075941e-04,7.8117722498e-02,-9.3182957109e-06,-9.3843640055e-04,1.4883996657e-01,7.8043465613e-02,-2.5229955524e-04,-8.3809997103e-04,1.4873560517e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822649029e+00,-1.1905730343e-02,-2.7822042898e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
121,100,1.0009835055e+00,1.6356414955e-03,-1.2788769255e-03,1.0006994890e+00,9.8480688556e-04,1.7873933599e-04,1.7873933599e-04,7.0107133536e-04,7.8850259722e-02,-1.2373325555e-05,-9.3378214704e-04,1.4919169220e-01,7.8774146519e-02,-2.5597458774e-04,-8.3245741390e-04,1.4908708007e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822658731e+00,-1.1904760198e-02,-2.7822443553e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
124,100,1.0009690423e+00,1.8500099023e-03,-1.9248018889e-03,1.0007178611e+00,9.7136428050e-04,-3.7190494631e-05,-3.7190494631e-05,7.1983007891e-04,8.8136929974e-02,-1.6747698068e-03,-3.1522707117e-03,2.1533601871e-01,8.8057113115e-02,-2.0708436979e-03,-2.9806385295e-03,2.1517756513e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823012995e+00,-1.1869333824e-02,-2.7807284582e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
127,100,1.0009835055e+00,1.8515782717e-03,-1.9261854863e-03,1.0007178611e+00,9.8584421773e-04,-3.7084455454e-05,-3.7084455454e-05,7.1983298164e-04,8.8952327185e-02,-1.6674656941e-03,-3.1540834099e-03,2.1461022323e-01,8.8870441734e-02,-2.0625124273e-03,-2.9807626812e-03,2.1445230347e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823019094e+00,-1.1868723895e-02,-2.7806861468e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
138,100,1.0010001731e+00,1.7749400613e-03,-1.3611619343e-03,1.0006934769e+00,1.0015996241e-03,2.0730471993e-04,2.0730471993e-04,6.9529257000e-04,8.5838136707e-02,7.3198337600e-05,1.0915255211e-04,1.3955281627e-01,8.5751969260e-02,-1.7415328904e-04,2.2571833800e-04,1.3945586979e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823020893e+00,-1.1868544022e-02,-2.7761708912e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
142,100,1.0010000380e+00,1.7770796920e-03,-1.3642960161e-03,1.0006934955e+00,1.0014686989e-03,2.0680734502e-04,2.0680734502e-04,6.9531494774e-04,8.5695092399e-02,7.4676417357e-05,1.1041955022e-04,1.3966789498e-01,8.5609076568e-02,-1.7317895037e-04,2.2705820848e-04,1.3957086695e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1823019512e+00,-1.1868682075e-02,-2.7762815298e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
193,100,1.0009988970e+00,1.7264265576e-03,-1.3670349042e-03,1.0006805794e+00,1.0003303020e-03,1.8009289996e-04,1.8009289996e-04,6.8230130386e-04,7.8147380721e-02,5.9079298582e-05,-6.9360461088e-04,1.5082119446e-01,7.8070408938e-02,-2.0092415066e-04,-5.8648049032e-04,1.5071834399e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822687881e+00,-1.1901845226e-02,-2.7798661095e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
194,100,1.0009503282e+00,1.7208771871e-03,-1.3592360144e-03,1.0006986584e+00,9.5170350348e-04,1.8116346458e-04,1.8116346458e-04,7.0038314795e-04,7.6483831851e-02,8.8151032891e-05,-7.2623185392e-04,1.4985853943e-01,7.6412285377e-02,-1.6939568154e-04,-6.2193500359e-04,1.4975368252e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822673609e+00,-1.1903272378e-02,-2.7794807618e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
198,100,1.0009988970e+00,1.7282866726e-03,-1.3695014369e-03,1.0006986584e+00,1.0003336769e-03,1.7977740121e-04,1.7977740121e-04,7.0039592621e-04,7.8042674682e-02,7.6565815456e-05,-6.9175651942e-04,1.5115912255e-01,7.7965805183e-02,-1.8431354081e-04,-5.8457381980e-04,1.5105333546e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822707161e+00,-1.1899917162e-02,-2.7793722445e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
219,100,1.0009753455e+00,1.5805723249e-03,-1.0121537231e-03,1.0007055968e+00,9.7633340335e-04,2.8462301680e-04,2.8462301680e-04,7.0709481797e-04,7.8295966900e-02,4.8704182363e-04,3.7760937138e-04,1.5220133259e-01,7.8218954929e-02,2.4640550746e-04,4.5645690331e-04,1.5209426476e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822678584e+00,-1.1902774924e-02,-2.7820256266e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
237,100,1.0009613710e+00,1.7183935229e-03,-1.3308560652e-03,1.0006930881e+00,9.6271869926e-04,1.9413353543e-04,1.9413353543e-04,6.9480473200e-04,7.5216515897e-02,1.6973599754e-04,-5.2688307543e-04,1.4740436324e-01,7.5145006700e-02,-8.3306989475e-05,-4.2658022981e-04,1.4730215900e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822655586e+00,-1.1905074719e-02,-2.7775590169e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
241,100,1.0010364230e+00,1.5847661545e-03,-1.0438559482e-03,1.0006680708e+00,1.0375049350e-03,2.7092766241e-04,2.7092766241e-04,6.6954966199e-04,8.0613132200e-02,4.7426156378e-04,2.0169414549e-04,1.4761381732e-01,8.0529217312e-02,2.4023497967e-04,2.8556427084e-04,1.4751551728e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822656463e+00,-1.1904986983e-02,-2.7822854469e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
242,100,1.0010128715e+00,1.5812887562e-03,-1.0391415750e-03,1.0006611324e+00,1.0139244072e-03,2.7153090673e-04,2.7153090673e-04,6.6260114125e-04,7.8986860179e-02,4.6872821056e-04,2.0210124465e-04,1.4647722497e-01,7.8906489100e-02,2.3701799583e-04,2.8390855688e-04,1.4638069425e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822627697e+00,-1.1907863536e-02,-2.7828594575e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
257,100,1.0009654258e+00,1.7043152803e-03,-1.2683565936e-03,1.0006690708e+00,9.6669622484e-04,2.1837772820e-04,2.1837772820e-04,6.7074697682e-04,7.5851661118e-02,2.4439140931e-04,-1.5579373227e-04,1.4572776404e-01,7.5778604140e-02,-3.8049007805e-06,-5.9639536983e-05,1.4563032222e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822640885e+00,-1.1906544809e-02,-2.7778675391e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
260,100,1.0009759034e+00,1.7013959781e-03,-1.2453982303e-03,1.0006633682e+00,9.7715512306e-04,2.2841599421e-04,2.2841599421e-04,6.6503557917e-04,7.6010451821e-02,2.9873345652e-04,-2.4707494355e-05,1.4583968079e-01,7.5936226611e-02,5.0717300727e-05,6.9817033482e-05,1.4574306264e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822643115e+00,-1.1906321753e-02,-2.7778862694e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
262,100,1.0009656985e+00,1.6872055589e-03,-1.2464457646e-03,1.0006639601e+00,9.6694158819e-04,2.2078076797e-04,2.2078076797e-04,6.6560383012e-04,7.6467584837e-02,2.3890892628e-04,-1.7334377233e-04,1.4503550031e-01,7.6393943043e-02,-5.6279629849e-06,-7.8071029539e-05,1.4493925941e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822630635e+00,-1.1907569802e-02,-2.7785113552e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
275,100,1.0010441432e+00,1.6851879958e-03,-1.5062292955e-03,1.0006868338e+00,1.0458227085e-03,8.9841874394e-05,8.9841874394e-05,6.8848957331e-04,8.3140845192e-02,-4.1705025252e-04,-2.0433857745e-03,1.6052274271e-01,8.3057351868e-02,-6.8665687316e-04,-1.9169657211e-03,1.6041153239e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822672615e+00,-1.1903371818e-02,-2.7808224252e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
276,100,1.0010441432e+00,1.6800445391e-03,-1.4999018694e-03,1.0007299301e+00,1.0458131980e-03,9.0401026693e-05,9.0401026693e-05,7.3160773552e-04,8.3894486175e-02,-4.3668778927e-04,-2.0457856795e-03,1.5696650898e-01,8.3810199788e-02,-6.9947405310e-04,-1.9186781033e-03,1.5685096959e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822731280e+00,-1.1897505251e-02,-2.7803193023e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
277,100,1.0009801340e+00,1.6825941185e-03,-1.5017606679e-03,1.0006868338e+00,9.8174197657e-04,9.0725579203e-05,9.0725579203e-05,6.8848520550e-04,7.9249800891e-02,-4.0472298817e-04,-2.0493267765e-03,1.5932828638e-01,7.9175444237e-02,-6.7196351133e-04,-1.9290992380e-03,1.5921792100e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822624726e+00,-1.1908160678e-02,-2.7805575726e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
305,100,1.0010176600e+00,1.6444404494e-03,-1.3392482551e-03,1.0006493078e+00,1.0190746305e-03,1.5299804567e-04,1.5299804567e-04,6.5087064556e-04,8.1364753584e-02,-2.5056460459e-04,-1.2256015423e-03,1.5037132908e-01,8.1283869464e-02,-4.9717379794e-04,-1.1160176230e-03,1.5027308975e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822615205e+00,-1.1909112775e-02,-2.7838389587e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
328,100,1.0010097444e+00,1.6672837400e-03,-1.1835715621e-03,1.0007024696e+00,1.0109545897e-03,2.4228214262e-04,2.4228214262e-04,7.0410626171e-04,7.9428963326e-02,3.6330025242e-04,-1.2484020421e-05,1.5047529511e-01,7.9348705743e-02,1.1247755960e-04,8.1373688640e-05,1.5036979803e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822723783e+00,-1.1898254956e-02,-2.7800810841e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
336,100,1.0010347617e+00,1.6831374148e-03,-1.4917898738e-03,1.0006774523e+00,1.0364098073e-03,9.6039285364e-05,9.6039285364e-05,6.7909821529e-04,8.2545521135e-02,-3.8728165124e-04,-1.9676334152e-03,1.5899339578e-01,8.2463293915e-02,-6.5402980955e-04,-1.8433667154e-03,1.5888478325e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822660141e+00,-1.1904619204e-02,-2.7805009436e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
337,100,1.0010082785e+00,1.6818711502e-03,-1.4897083484e-03,1.0006774523e+00,1.0098964451e-03,9.6424695038e-05,9.6424695038e-05,6.7909608479e-04,8.0929444664e-02,-3.8165934545e-04,-1.9706061191e-03,1.5850800407e-01,8.0851033931e-02,-6.4741450967e-04,-1.8489091112e-03,1.5839973135e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822640185e+00,-1.1906614762e-02,-2.7804118679e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
338,100,1.0010347617e+00,1.6830740492e-03,-1.4918452139e-03,1.0006454965e+00,1.0364098899e-03,9.6003717488e-05,9.6003717488e-05,6.4712121973e-04,8.1637947572e-02,-3.5344082743e-04,-1.9683183130e-03,1.6446014317e-01,8.1556661901e-02,-6.2940800259e-04,-1.8454571611e-03,1.6435311483e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822606310e+00,-1.1910002316e-02,-2.7818361953e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
342,100,1.0010082785e+00,1.6817720368e-03,-1.4897339103e-03,1.0006454965e+00,1.0098964832e-03,9.6386101521e-05,9.6386101521e-05,6.4711902920e-04,8.0010330082e-02,-3.4724531905e-04,-1.9713795801e-03,1.6400360247e-01,7.9932848646e-02,-6.2225510332e-04,-1.8511060224e-03,1.6389688061e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822586647e+00,-1.1911968634e-02,-2.7817419295e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
357,100,1.0009707525e+00,1.7833445887e-03,-1.9636169235e-03,1.0006899609e+00,9.7315157388e-04,-8.9947983782e-05,-8.9947983782e-05,6.9178912701e-04,6.6431193620e-02,-1.4302564851e-03,-4.0978973203e-03,1.5846049901e-01,6.6373831713e-02,-1.7109843874e-03,-3.9648289640e-03,1.5834788543e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822308972e+00,-1.1939736095e-02,-2.7829326847e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
363,100,1.0010371303e+00,1.6629616404e-03,-1.2262735964e-03,1.0007300003e+00,1.0384199756e-03,2.1875878593e-04,2.1875878593e-04,7.3164943542e-04,8.2034605264e-02,2.0487314295e-04,-2.4770653722e-04,1.5072842576e-01,8.1949857217e-02,-4.5552265587e-05,-1.4710620352e-04,1.5061841842e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822756288e+00,-1.1895004460e-02,-2.7795152436e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
378,100,1.0009722184e+00,1.7237083364e-03,-1.3968979451e-03,1.0007330572e+00,9.7366662428e-04,1.6373110305e-04,1.6373110305e-04,7.3481150026e-04,7.7981605580e-02,7.8628672532e-06,-9.5958837004e-04,1.4957333975e-01,7.7907328033e-02,-2.4952589238e-04,-8.5013658483e-04,1.4946342594e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822722117e+00,-1.1898421565e-02,-2.7777488632e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
382,100,1.0010458045e+00,1.7280651307e-03,-1.4034935480e-03,1.0007330572e+00,1.0473362864e-03,1.6267498000e-04,1.6267498000e-04,7.3481901960e-04,8.1850389476e-02,1.8457623041e-05,-9.5533964379e-04,1.5142760157e-01,8.1766329393e-02,-2.4277297008e-04,-8.3996538535e-04,1.5131633730e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822778450e+00,-1.1892788289e-02,-2.7777512549e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
388,100,1.0009659640e+00,1.6222701275e-03,-1.2461352607e-03,1.0006767682e+00,9.6720699138e-04,1.8842928833e-04,1.8842928833e-04,6.7831308687e-04,7.6896624035e-02,5.2085585705e-05,-8.3839000263e-04,1.4516289619e-01,7.6823619159e-02,-1.8307136752e-04,-7.4215511496e-04,1.4506449302e-01,0.6120284636500001,0.20380915638,0.18416237997,1.1822586196e+00,-1.1912013694e-02,-2.7786102252e-02,0.08955051075015102,0.06091355764465253,0.05922308161020984
400,200,1.0009721471e+00,-2.4252794787e-03,2.7924331750e-03,1.0006528934e+00,9.7651843983e-04,1.8330956459e-04,1.8330956459e-04,6.5604754338e-04,9.7376115470e-02,9.0841802189e-05,-2.0469060179e-03,1.4509362249e-01,9.7275929516e-02,4.4207203787e-04,-2.3170297771e-03,1.4499771997e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518148939e-01,-1.7139415079e-02,-3.9126718946e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
401,200,1.0010178819e+00,-2.4285136026e-03,2.7934764708e-03,1.0006528934e+00,1.0223016960e-03,1.8215738530e-04,1.8215738530e-04,6.5605539226e-04,9.9673656569e-02,1.0233241455e-04,-2.0477533130e-03,1.4648009618e-01,9.9566664692e-02,4.5736057933e-04,-2.3243728803e-03,1.4638324589e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518589627e-01,-1.7135008196e-02,-3.9126397351e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
402,200,1.0009721471e+00,-2.4239108955e-03,2.7919215762e-03,1.0006712655e+00,9.7651701136e-04,1.8376420177e-04,1.8376420177e-04,6.7442850261e-04,9.7914983209e-02,9.0800787138e-05,-2.0522609939e-03,1.4600375293e-01,9.7814260701e-02,4.4402880888e-04,-2.3237908581e-03,1.4590457252e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518416967e-01,-1.7136734794e-02,-3.9124480592e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
403,200,1.0009721471e+00,-2.5826587066e-03,3.4373056689e-03,1.0006528934e+00,9.7852713345e-04,4.2719021619e-04,4.2719021619e-04,6.5644161196e-04,9.5804319937e-02,1.2733119449e-03,1.0326883378e-03,1.4550566285e-01,9.5713088952e-02,1.6472422449e-03,7.0323405765e-04,1.4540506676e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518511661e-01,-1.7135787852e-02,-3.9125591447e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
404,200,1.0009721471e+00,-2.5813097351e-03,3.4367973228e-03,1.0006712655e+00,9.7852538624e-04,4.2764258930e-04,4.2764258930e-04,6.7482240642e-04,9.6344110376e-02,1.2735869896e-03,1.0278428107e-03,1.4642141705e-01,9.6252337026e-02,1.6496741271e-03,6.9657544941e-04,1.4631752954e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518781158e-01,-1.7133092885e-02,-3.9123359815e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
405,200,1.0010178819e+00,-2.5858008581e-03,3.4383118833e-03,1.0006528934e+00,1.0243109349e-03,4.2606191828e-04,4.2606191828e-04,6.5644973200e-04,9.8109194179e-02,1.2881894276e-03,1.0349769279e-03,1.4688335843e-01,9.8011233987e-02,1.6660420906e-03,6.9752832577e-04,1.4678179719e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518951112e-01,-1.7131393349e-02,-3.9125254407e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
406,200,1.0010178819e+00,-2.4271687002e-03,2.7929635183e-03,1.0006712655e+00,1.0223002632e-03,1.8259953355e-04,1.8259953355e-04,6.7443640454e-04,1.0020342513e-01,1.0239439691e-04,-2.0531267295e-03,1.4739941074e-01,1.0009588131e-01,4.5944686492e-04,-2.3311260698e-03,1.4729925061e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6518860171e-01,-1.7132302752e-02,-3.9124177698e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
407,200,1.0010178819e+00,-2.5844726248e-03,3.4378008522e-03,1.0006712655e+00,1.0243091779e-03,4.2650260836e-04,4.2650260836e-04,6.7483057582e-04,9.8639960839e-02,1.2886265149e-03,1.0301001497e-03,1.4780801163e-01,9.8541442824e-02,1.6686627019e-03,6.9087053605e-04,1.4770312708e-01,0.60179355281,0.20622856653000002,0.19197788066,8.6519223103e-01,-1.7128673432e-02,-3.9123041860e-02,0.06567521930704316,0.04956030841109928,0.04838302160165059
