1.118871802354350596e-02 -2.583852074921525778e-03 6.666666666666645411e-03 2.336234614180311177e-03 5.154193723167139508e-03 6.330469709010019125e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.770850754354704010e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118871802354350596e-02 -2.583852074921525778e-03 6.666666666666645411e-03 2.336234614180311177e-03 5.154193723167139508e-03 6.330469709010019125e-04 0.000000000000000000e+00 1.992488792561311877e-04
3.702174436623574538e-02 -7.644416362482068031e-03 1.999999999999999695e-02 7.417530208156357038e-03 1.535532483389200932e-02 2.116480014143850598e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.449962975700712234e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.702174436623574538e-02 -7.644416362482068031e-03 1.999999999999999695e-02 7.417530208156357038e-03 1.535532483389200932e-02 2.116480014143850598e-03 0.000000000000000000e+00 5.946872608918456638e-04
3.347361358586647961e-02 -7.736911283220766246e-03 1.999999999999993450e-02 7.058636363903410954e-03 1.546688937146010502e-02 1.926979573322854357e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.457976111287239557e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.347361358586647961e-02 -7.736911283220766246e-03 1.999999999999993450e-02 7.058636363903410954e-03 1.546688937146010502e-02 1.926979573322854357e-03 0.000000000000000000e+00 5.991978602353661108e-04
4.963837759608114020e-02 -7.141173160809829654e-03 2.000000000000005246e-02 9.126252191599362740e-03 1.494259214582591144e-02 3.135802427995603835e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.508530883799685243e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.963837759608114020e-02 -7.141173160809829654e-03 2.000000000000005246e-02 9.126252191599362740e-03 1.494259214582591144e-02 3.135802427995603835e-03 0.000000000000000000e+00 5.818512503846847567e-04
7.657077733391334795e-02 -1.514510557699140850e-02 4.000000000000005634e-02 1.533964762532135859e-02 3.063175799908757213e-02 4.519126760016694590e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.991981998608985761e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.657077733391334795e-02 -1.514510557699140850e-02 4.000000000000005634e-02 1.533964762532135859e-02 3.063175799908757213e-02 4.519126760016694590e-03 0.000000000000000000e+00 1.190662086000188625e-03
3.285002331930024499e-02 -7.688411361870014886e-03 1.999999999999993450e-02 7.216686276405948411e-03 1.549704912431736949e-02 2.018344374270703880e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.555840736170231286e-03 0.000000000000000000e+00
