1.176317299903913670e-02 -2.577394116598034825e-03 6.666666666666645411e-03 2.586099087804427481e-03 5.064782776700985090e-03 7.622211413408197913e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.690526298449843402e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.176317299903913670e-02 -2.577394116598034825e-03 6.666666666666645411e-03 2.586099087804427481e-03 5.064782776700985090e-03 7.622211413408197913e-04 0.000000000000000000e+00 8.299062546322373795e-05
3.862672559497000446e-02 -7.612722169487258148e-03 1.999999999999999695e-02 8.175765447935804536e-03 1.508826450683403361e-02 2.525640362214730435e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.718788805972566204e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.862672559497000446e-02 -7.612722169487258148e-03 1.999999999999999695e-02 8.175765447935804536e-03 1.508826450683403361e-02 2.525640362214730435e-03 0.000000000000000000e+00 2.489152988105722579e-04
3.518163247108543196e-02 -7.711721179238822943e-03 1.999999999999993450e-02 7.822120399091756285e-03 1.519780279321087703e-02 2.325125388167644663e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.737913387369843885e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.518163247108543196e-02 -7.711721179238822943e-03 1.999999999999993450e-02 7.822120399091756285e-03 1.519780279321087703e-02 2.325125388167644663e-03 0.000000000000000000e+00 2.514322533545151569e-04
5.067557266639566294e-02 -7.061884978218319758e-03 2.000000000000005246e-02 9.910890703516616815e-03 1.468059971784846721e-02 3.628776702033965906e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.748335368162852368e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.067557266639566294e-02 -7.061884978218319758e-03 2.000000000000005246e-02 9.910890703516616815e-03 1.468059971784846721e-02 3.628776702033965906e-03 0.000000000000000000e+00 2.474533415292627875e-04
7.960709765591600373e-02 -1.505372104099840860e-02 4.000000000000005634e-02 1.690300570698495194e-02 3.009632437299848348e-02 5.388018033475674984e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.534632790713458910e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.960709765591600373e-02 -1.505372104099840860e-02 4.000000000000005634e-02 1.690300570698495194e-02 3.009632437299848348e-02 5.388018033475674984e-03 0.000000000000000000e+00 5.045398845275114860e-04
