1.000000000000000472e-01 5.446384269652644328e-01 1.403747669824506827e+00 6.845220644311847957e-01 5.482318348329273719e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.915386129178053842e-01 1.417267821774402359e+00 2.649747042119328100e-01 3.460800188395223924e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.568964090129296274e-01 6.820824537038078228e-01 3.619360738224092877e+00 1.233172820542779990e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 2.679578728305047688e-02 3.609411357628857231e-01 5.959412818616224294e-01 1.622288173394419481e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000001305e-01 9.601047723624524244e-02 3.815547901088450544e+00 1.445797282831854692e-02 1.257681739574543490e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.796202851176527227e-01 5.217103102763137379e+00 1.113401909865039618e+00 7.748259492508832724e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.874275098858209088e-01 1.520380142445608707e-01 3.540832697359029613e+00 7.012074835751220918e-03 9.962177208474437551e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 2.000871999460636652e-01 3.304762620400327311e+00 5.238977418760096816e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 9.545760550427381252e-01 2.497903796130644505e+00 1.310086100262503397e-02 4.482515110793887331e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000027534e-01 4.000000000000000083e-02 1.209942100602880155e-01 3.045303266299272948e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.501666282503881900e-01 1.230449357663126742e-01 1.251134679313307352e+00 1.638444631759343462e-02 2.537728867748047408e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 2.197710174333356581e-01 7.051711723400498899e-01 8.337353845239905414e-01 2.727809353978328244e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
