"c","Result","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.50441,0.7522,1,0.647,0.647,0.515,0
0.50424,0.75212,1,0.648,0.648,0.515,0
0.50406,0.75203,1,0.649,0.649,0.515,0
0.50389,0.75195,1,0.65,0.65,0.515,0
0.50372,0.75186,1,0.651,0.651,0.515,0
0.50355,0.75178,1,0.652,0.652,0.515,0
0.50338,0.75169,1,0.653,0.653,0.515,0
0.50321,0.75161,1,0.654,0.654,0.515,0
0.50304,0.75152,1,0.655,0.655,0.515,0
0.50288,0.75144,1,0.656,0.656,0.515,0
0.50272,0.75136,1,0.657,0.657,0.515,0
0.50259,0.75129,1,0.658,0.658,0.515,0
0.50246,0.75123,1,0.659,0.659,0.515,0
0.50232,0.75116,1,0.66,0.66,0.515,0
0.50219,0.7511,1,0.661,0.661,0.515,0
0.50206,0.75103,1,0.662,0.662,0.515,0
0.50193,0.75097,1,0.663,0.663,0.515,0
0.5018,0.7509,1,0.664,0.664,0.515,0
0.50167,0.75084,1,0.665,0.665,0.515,0
0.50154,0.75077,1,0.666,0.666,0.515,0
0.50142,0.75071,1,0.667,0.667,0.515,0
0.50129,0.75064,1,0.668,0.668,0.515,0
0.50116,0.75058,1,0.669,0.669,0.515,0
0.50104,0.75052,1,0.67,0.67,0.515,0
0.50091,0.75045,1,0.671,0.671,0.515,0
0.50078,0.75039,1,0.672,0.672,0.515,0
0.50066,0.75033,1,0.673,0.673,0.515,0
0.50054,0.75027,1,0.674,0.674,0.515,0
0.50041,0.75021,1,0.675,0.675,0.515,0
0.50029,0.75014,1,0.676,0.676,0.515,0
0.50017,0.75008,1,0.677,0.677,0.515,0
0.50004,0.75002,1,0.678,0.678,0.515,0
0.49992,0.74996,1,0.679,0.679,0.515,0
0.4998,0.7499,1,0.68,0.68,0.515,0
0.49968,0.74984,1,0.681,0.681,0.515,0
0.49956,0.74978,1,0.682,0.682,0.515,0
0.49944,0.74972,1,0.683,0.683,0.515,0
0.49932,0.74966,1,0.684,0.684,0.515,0
0.49918,0.74959,1,0.685,0.685,0.515,0
0.49905,0.74952,1,0.686,0.686,0.515,0
0.49891,0.74946,1,0.687,0.687,0.515,0
0.49878,0.74939,1,0.688,0.688,0.515,0
0.49865,0.74932,1,0.689,0.689,0.515,0
0.49852,0.74926,1,0.69,0.69,0.515,0
0.49838,0.74919,1,0.691,0.691,0.515,0
0.49825,0.74913,1,0.692,0.692,0.515,0
0.49812,0.74906,1,0.693,0.693,0.515,0
0.49799,0.749,1,0.694,0.694,0.515,0
0.49786,0.74893,1,0.695,0.695,0.515,0
0.49774,0.74887,1,0.696,0.696,0.515,0
0.49764,0.74882,1,0.697,0.697,0.515,0
0.49754,0.74877,1,0.698,0.698,0.515,0
0.49745,0.74872,1,0.699,0.699,0.515,0
0.49735,0.74868,1,0.7,0.7,0.515,0
0.49726,0.74863,1,0.701,0.701,0.515,0
0.49716,0.74858,1,0.702,0.702,0.515,0
0.49707,0.74853,1,0.703,0.703,0.515,0
0.49697,0.74849,1,0.704,0.704,0.515,0
0.49688,0.74844,1,0.705,0.705,0.515,0
0.49678,0.74839,1,0.706,0.706,0.515,0
0.49669,0.74835,1,0.707,0.707,0.515,0
0.4966,0.7483,1,0.708,0.708,0.515,0
0.49651,0.74825,1,0.709,0.709,0.515,0
0.49641,0.74821,1,0.71,0.71,0.515,0
0.49632,0.74816,1,0.711,0.711,0.515,0
0.49623,0.74812,1,0.712,0.712,0.515,0
0.49614,0.74807,1,0.713,0.713,0.515,0
0.49605,0.74803,1,0.714,0.714,0.515,0
0.49596,0.74798,1,0.715,0.715,0.515,0
0.49587,0.74794,1,0.716,0.716,0.515,0
0.49579,0.74789,1,0.717,0.717,0.515,0
0.4957,0.74785,1,0.718,0.718,0.515,0
0.49561,0.74781,1,0.719,0.719,0.515,0
0.49552,0.74776,1,0.72,0.72,0.515,0
0.49544,0.74772,1,0.721,0.721,0.515,0
0.49535,0.74768,1,0.722,0.722,0.515,0
0.49527,0.74763,1,0.723,0.723,0.515,0
0.49518,0.74759,1,0.724,0.724,0.515,0
0.4951,0.74755,1,0.725,0.725,0.515,0
0.49501,0.74751,1,0.726,0.726,0.515,0
0.49493,0.74746,1,0.727,0.727,0.515,0
0.49485,0.74742,1,0.728,0.728,0.515,0
0.49476,0.74738,1,0.729,0.729,0.515,0
0.49468,0.74734,1,0.73,0.73,0.515,0
0.4946,0.7473,1,0.731,0.731,0.515,0
0.49452,0.74726,1,0.732,0.732,0.515,0
0.49444,0.74722,1,0.733,0.733,0.515,0
0.49436,0.74718,1,0.734,0.734,0.515,0
0.49431,0.74715,1,0.735,0.735,0.515,0
0.49425,0.74713,1,0.736,0.736,0.515,0
0.4942,0.7471,1,0.737,0.737,0.515,0
0.49415,0.74707,1,0.738,0.738,0.515,0
0.4941,0.74705,1,0.739,0.739,0.515,0
0.49405,0.74702,1,0.74,0.74,0.515,0
0.494,0.747,1,0.741,0.741,0.515,0
0.49395,0.74697,1,0.742,0.742,0.515,0
0.4939,0.74695,1,0.743,0.743,0.515,0
0.49385,0.74692,1,0.744,0.744,0.515,0
0.4938,0.7469,1,0.745,0.745,0.515,0
0.49375,0.74687,1,0.746,0.746,0.515,0
0.4937,0.74685,1,0.747,0.747,0.515,0
0.49365,0.74682,1,0.748,0.748,0.515,0
0.4936,0.7468,1,0.749,0.749,0.515,0
0.49355,0.74678,1,0.75,0.75,0.515,0
0.49351,0.74675,1,0.751,0.751,0.515,0
0.49346,0.74673,1,0.752,0.752,0.515,0
0.49341,0.74671,1,0.753,0.753,0.515,0
0.49337,0.74668,1,0.754,0.754,0.515,0
0.49332,0.74666,1,0.755,0.755,0.515,0
0.49328,0.74664,1,0.756,0.756,0.515,0
0.49323,0.74661,1,0.757,0.757,0.515,0
0.49319,0.74659,1,0.758,0.758,0.515,0
0.49314,0.74657,1,0.759,0.759,0.515,0
0.4931,0.74655,1,0.76,0.76,0.515,0
0.49305,0.74653,1,0.761,0.761,0.515,0
0.49301,0.7465,1,0.762,0.762,0.515,0
0.49295,0.74648,1,0.763,0.763,0.515,0
0.49289,0.74645,1,0.764,0.764,0.515,0
0.49284,0.74642,1,0.765,0.765,0.515,0
0.49278,0.74639,1,0.766,0.766,0.515,0
0.49273,0.74636,1,0.767,0.767,0.515,0
0.49267,0.74634,1,0.768,0.768,0.515,0
0.49262,0.74631,1,0.769,0.769,0.515,0
0.49257,0.74628,1,0.77,0.77,0.515,0
0.49251,0.74626,1,0.771,0.771,0.515,0
0.49248,0.74624,1,0.772,0.772,0.515,0
0.49245,0.74622,1,0.773,0.773,0.515,0
0.49242,0.74621,1,0.774,0.774,0.515,0
0.49239,0.74619,1,0.775,0.775,0.515,0
0.49236,0.74618,1,0.776,0.776,0.515,0
0.49233,0.74617,1,0.777,0.777,0.515,0
0.4923,0.74615,1,0.778,0.778,0.515,0
0.49228,0.74614,1,0.779,0.779,0.515,0
0.49225,0.74612,1,0.78,0.78,0.515,0
0.49222,0.74611,1,0.781,0.781,0.515,0
0.49219,0.7461,1,0.782,0.782,0.515,0
0.49217,0.74608,1,0.783,0.783,0.515,0
0.49214,0.74607,1,0.784,0.784,0.515,0
0.49211,0.74606,1,0.785,0.785,0.515,0
0.49209,0.74604,1,0.786,0.786,0.515,0
0.49206,0.74603,1,0.787,0.787,0.515,0
0.49204,0.74602,1,0.788,0.788,0.515,0
0.49201,0.74601,1,0.789,0.789,0.515,0
0.49199,0.74599,1,0.79,0.79,0.515,0
0.49196,0.74598,1,0.791,0.791,0.515,0
0.49194,0.74597,1,0.792,0.792,0.515,0
0.49191,0.74596,1,0.793,0.793,0.515,0
0.49189,0.74594,1,0.794,0.794,0.515,0
0.49187,0.74593,1,0.795,0.795,0.515,0
0.49184,0.74592,1,0.796,0.796,0.515,0
0.49182,0.74591,1,0.797,0.797,0.515,0
0.4918,0.7459,1,0.798,0.798,0.515,0
0.49178,0.74589,1,0.799,0.799,0.515,0
0.49176,0.74588,1,0.8,0.8,0.515,0
0.49173,0.74587,1,0.801,0.801,0.515,0
0.49171,0.74586,1,0.802,0.802,0.515,0
0.49169,0.74585,1,0.803,0.803,0.515,0
0.49167,0.74584,1,0.804,0.804,0.515,0
0.49165,0.74583,1,0.805,0.805,0.515,0
0.49163,0.74582,1,0.806,0.806,0.515,0
0.49161,0.74581,1,0.807,0.807,0.515,0
0.4916,0.7458,1,0.808,0.808,0.515,0
0.4916,0.7458,1,0.809,0.809,0.515,0
0.4916,0.7458,1,0.81,0.81,0.515,0
0.4916,0.7458,1,0.811,0.811,0.515,0
0.4916,0.7458,1,0.812,0.812,0.515,0
0.4916,0.7458,1,0.813,0.813,0.515,0
0.4916,0.7458,1,0.814,0.814,0.515,0
0.4916,0.7458,1,0.815,0.815,0.515,0
0.49159,0.7458,1,0.816,0.816,0.515,0
0.49159,0.7458,1,0.817,0.817,0.515,0
0.49159,0.7458,1,0.818,0.818,0.515,0
0.49159,0.7458,1,0.819,0.819,0.515,0
0.49159,0.7458,1,0.82,0.82,0.515,0
0.49159,0.7458,1,0.821,0.821,0.515,0
0.49159,0.7458,1,0.822,0.822,0.515,0
0.49159,0.7458,1,0.823,0.823,0.515,0
0.49159,0.7458,1,0.824,0.824,0.515,0
0.49159,0.7458,1,0.825,0.825,0.515,0
0.4916,0.7458,1,0.826,0.826,0.515,0
0.4916,0.7458,1,0.827,0.827,0.515,0
0.4916,0.7458,1,0.828,0.828,0.515,0
0.4916,0.7458,1,0.829,0.829,0.515,0
0.4916,0.7458,1,0.83,0.83,0.515,0
0.4916,0.7458,1,0.831,0.831,0.515,0
0.4916,0.7458,1,0.832,0.832,0.515,0
0.4916,0.7458,1,0.833,0.833,0.515,0
0.49159,0.7458,1,0.834,0.834,0.515,0
0.49159,0.74579,1,0.835,0.835,0.515,0
0.49158,0.74579,1,0.836,0.836,0.515,0
0.49158,0.74579,1,0.837,0.837,0.515,0
0.49157,0.74579,1,0.838,0.838,0.515,0
0.49157,0.74578,1,0.839,0.839,0.515,0
0.49156,0.74578,1,0.84,0.84,0.515,0
0.49156,0.74578,1,0.841,0.841,0.515,0
0.49156,0.74578,1,0.842,0.842,0.515,0
0.49156,0.74578,1,0.843,0.843,0.515,0
0.49157,0.74578,1,0.844,0.844,0.515,0
0.49158,0.74579,1,0.845,0.845,0.515,0
0.49159,0.74579,1,0.846,0.846,0.515,0
0.4916,0.7458,1,0.847,0.847,0.515,0
0.4916,0.7458,1,0.848,0.848,0.515,0
0.49161,0.74581,1,0.849,0.849,0.515,0
0.49162,0.74581,1,0.85,0.85,0.515,0
0.49163,0.74582,1,0.851,0.851,0.515,0
0.49164,0.74582,1,0.852,0.852,0.515,0
0.49165,0.74583,1,0.853,0.853,0.515,0
0.49166,0.74583,1,0.854,0.854,0.515,0
0.49167,0.74584,1,0.855,0.855,0.515,0
0.49168,0.74584,1,0.856,0.856,0.515,0
0.49169,0.74585,1,0.857,0.857,0.515,0
0.4917,0.74585,1,0.858,0.858,0.515,0
0.49171,0.74586,1,0.859,0.859,0.515,0
0.49172,0.74586,1,0.86,0.86,0.515,0
0.49174,0.74587,1,0.861,0.861,0.515,0
0.49175,0.74587,1,0.862,0.862,0.515,0
0.49176,0.74588,1,0.863,0.863,0.515,0
0.49177,0.74588,1,0.864,0.864,0.515,0
0.49178,0.74589,1,0.865,0.865,0.515,0
0.49179,0.7459,1,0.866,0.866,0.515,0
0.4918,0.7459,1,0.867,0.867,0.515,0
0.49182,0.74591,1,0.868,0.868,0.515,0
0.49183,0.74591,1,0.869,0.869,0.515,0
0.49184,0.74592,1,0.87,0.87,0.515,0
0.49185,0.74593,1,0.871,0.871,0.515,0
0.49187,0.74593,1,0.872,0.872,0.515,0
0.49188,0.74594,1,0.873,0.873,0.515,0
0.49189,0.74595,1,0.874,0.874,0.515,0
0.49191,0.74595,1,0.875,0.875,0.515,0
0.49192,0.74596,1,0.876,0.876,0.515,0
0.49193,0.74597,1,0.877,0.877,0.515,0
0.49195,0.74598,1,0.878,0.878,0.515,0
0.49197,0.74599,1,0.879,0.879,0.515,0
0.49199,0.746,1,0.88,0.88,0.515,0
0.49201,0.746,1,0.881,0.881,0.515,0
0.49203,0.74601,1,0.882,0.882,0.515,0
0.49205,0.74602,1,0.883,0.883,0.515,0
0.49207,0.74603,1,0.884,0.884,0.515,0
0.49208,0.74604,1,0.885,0.885,0.515,0
0.4921,0.74605,1,0.886,0.886,0.515,0
0.49212,0.74606,1,0.887,0.887,0.515,0
0.49214,0.74607,1,0.888,0.888,0.515,0
0.49216,0.74608,1,0.889,0.889,0.515,0
0.49218,0.74609,1,0.89,0.89,0.515,0
0.49219,0.7461,1,0.891,0.891,0.515,0
0.49221,0.74611,1,0.892,0.892,0.515,0
0.49223,0.74611,1,0.893,0.893,0.515,0
0.49225,0.74612,1,0.894,0.894,0.515,0
0.49227,0.74613,1,0.895,0.895,0.515,0
0.49228,0.74614,1,0.896,0.896,0.515,0
0.4923,0.74615,1,0.897,0.897,0.515,0
0.49232,0.74616,1,0.898,0.898,0.515,0
0.49233,0.74617,1,0.899,0.899,0.515,0
0.49235,0.74617,1,0.9,0.9,0.515,0
0.49237,0.74618,1,0.901,0.901,0.515,0
0.49238,0.74619,1,0.902,0.902,0.515,0
0.4924,0.7462,1,0.903,0.903,0.515,0
0.49242,0.74621,1,0.904,0.904,0.515,0
0.49244,0.74622,1,0.905,0.905,0.515,0
0.49245,0.74623,1,0.906,0.906,0.515,0
0.49247,0.74624,1,0.907,0.907,0.515,0
0.49249,0.74625,1,0.908,0.908,0.515,0
0.49251,0.74625,1,0.909,0.909,0.515,0
0.49253,0.74626,1,0.91,0.91,0.515,0
0.49255,0.74627,1,0.911,0.911,0.515,0
0.49257,0.74628,1,0.912,0.912,0.515,0
0.49258,0.74629,1,0.913,0.913,0.515,0
0.4926,0.7463,1,0.914,0.914,0.515,0
0.49262,0.74631,1,0.915,0.915,0.515,0
0.49264,0.74632,1,0.916,0.916,0.515,0
0.49266,0.74633,1,0.917,0.917,0.515,0
0.49268,0.74634,1,0.918,0.918,0.515,0
0.49269,0.74635,1,0.919,0.919,0.515,0
0.49271,0.74636,1,0.92,0.92,0.515,0
0.49273,0.74636,1,0.921,0.921,0.515,0
0.49275,0.74637,1,0.922,0.922,0.515,0
0.49277,0.74638,1,0.923,0.923,0.515,0
0.49278,0.74639,1,0.924,0.924,0.515,0
0.4928,0.7464,1,0.925,0.925,0.515,0
0.49282,0.74641,1,0.926,0.926,0.515,0
0.49284,0.74642,1,0.927,0.927,0.515,0
0.49285,0.74643,1,0.928,0.928,0.515,0
0.49287,0.74644,1,0.929,0.929,0.515,0
0.49289,0.74644,1,0.93,0.93,0.515,0
0.49291,0.74645,1,0.931,0.931,0.515,0
0.49292,0.74646,1,0.932,0.932,0.515,0
0.49294,0.74647,1,0.933,0.933,0.515,0
0.49296,0.74648,1,0.934,0.934,0.515,0
0.49298,0.74649,1,0.935,0.935,0.515,0
0.49299,0.7465,1,0.936,0.936,0.515,0
0.49301,0.74651,1,0.937,0.937,0.515,0
0.49303,0.74651,1,0.938,0.938,0.515,0
0.49305,0.74652,1,0.939,0.939,0.515,0
0.49306,0.74653,1,0.94,0.94,0.515,0
0.49308,0.74654,1,0.941,0.941,0.515,0
0.49309,0.74655,1,0.942,0.942,0.515,0
0.4931,0.74655,1,0.943,0.943,0.515,0
0.49312,0.74656,1,0.944,0.944,0.515,0
0.49313,0.74656,1,0.945,0.945,0.515,0
0.49314,0.74657,1,0.946,0.946,0.515,0
0.49315,0.74658,1,0.947,0.947,0.515,0
0.49316,0.74658,1,0.948,0.948,0.515,0
0.49318,0.74659,1,0.949,0.949,0.515,0
0.49319,0.74659,1,0.95,0.95,0.515,0
0.4932,0.7466,1,0.951,0.951,0.515,0
0.49321,0.74661,1,0.952,0.952,0.515,0
0.49323,0.74661,1,0.953,0.953,0.515,0
0.49324,0.74662,1,0.954,0.954,0.515,0
0.49326,0.74663,1,0.955,0.955,0.515,0
0.49327,0.74664,1,0.956,0.956,0.515,0
0.49328,0.74664,1,0.957,0.957,0.515,0
0.4933,0.74665,1,0.958,0.958,0.515,0
0.49331,0.74666,1,0.959,0.959,0.515,0
0.49333,0.74666,1,0.96,0.96,0.515,0
0.49334,0.74667,1,0.961,0.961,0.515,0
0.49335,0.74668,1,0.962,0.962,0.515,0
0.49337,0.74668,1,0.963,0.963,0.515,0
0.49338,0.74669,1,0.964,0.964,0.515,0
0.49339,0.7467,1,0.965,0.965,0.515,0
0.49341,0.7467,1,0.966,0.966,0.515,0
0.49342,0.74671,1,0.967,0.967,0.515,0
0.49343,0.74672,1,0.968,0.968,0.515,0
0.49345,0.74672,1,0.969,0.969,0.515,0
0.49346,0.74673,1,0.97,0.97,0.515,0
0.49347,0.74674,1,0.971,0.971,0.515,0
0.49348,0.74674,1,0.972,0.972,0.515,0
0.49349,0.74674,1,0.973,0.973,0.515,0
0.49349,0.74675,1,0.974,0.974,0.515,0
0.4935,0.74675,1,0.975,0.975,0.515,0
0.4935,0.74675,1,0.976,0.976,0.515,0
0.49351,0.74676,1,0.977,0.977,0.515,0
0.49352,0.74676,1,0.978,0.978,0.515,0
0.49352,0.74676,1,0.979,0.979,0.515,0
0.49353,0.74676,1,0.98,0.98,0.515,0
0.49353,0.74677,1,0.981,0.981,0.515,0
0.49353,0.74677,1,0.982,0.982,0.515,0
0.49354,0.74677,1,0.983,0.983,0.515,0
0.49354,0.74677,1,0.984,0.984,0.515,0
0.49355,0.74677,1,0.985,0.985,0.515,0
0.49355,0.74678,1,0.986,0.986,0.515,0
0.49355,0.74678,1,0.987,0.987,0.515,0
0.49356,0.74678,1,0.988,0.988,0.515,0
0.49356,0.74678,1,0.989,0.989,0.515,0
0.49356,0.74678,1,0.99,0.99,0.515,0
0.49356,0.74678,1,0.991,0.991,0.515,0
0.49357,0.74678,1,0.992,0.992,0.515,0
0.49357,0.74678,1,0.993,0.993,0.515,0
0.49357,0.74678,1,0.994,0.994,0.515,0
0.49357,0.74679,1,0.995,0.995,0.515,0
0.49357,0.74679,1,0.996,0.996,0.515,0
0.49357,0.74679,1,0.997,0.997,0.515,0
0.49357,0.74679,1,0.998,0.998,0.515,0
0.49357,0.74679,1,0.999,0.999,0.515,0
0.49357,0.74679,1,1,1,0.515,0
