0.000000000000000000e+00 9.927196756456997556e-16 8.423566201825441890e-24 nan
0.000000000000000000e+00 6.982991400400927552e-17 4.279083878931524421e-01 nan
3.188658488894264309e+01 3.188691380119032459e+01 3.190878706098051865e+01 nan
2.705078907407837061e-02 2.705037978695162132e-02 2.611615532685679711e-02 nan
0.000000000000000000e+00 6.644994766984862052e-16 8.752289618047753457e-24 nan
1.958488085896496466e-19 nan nan nan
4.313318306609470465e-01 4.313434443519512662e-01 nan nan
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
