0.0089578,-0.018389,-0.0012177
-0.013097,-0.032312,-0.040805
-0.032982,-0.02483,-0.040451
-0.041186,-0.026429,-0.040665
-0.072435,-0.024329,-0.040223
-0.15921,-0.012161,0.063375
-0.039887,-0.027778,0.057575
0.06378,0.098313,-0.0081908
0.0078797,-0.060248,0.049942
0.012773,0.020288,0.02245
0.021304,0.032598,0.024566
0.063751,-0.13941,0.0040455
0.13765,-0.10614,-0.0085018
0.13653,0.040055,0.022178
0.087114,-0.034608,-0.032013
0.085594,-0.053649,-0.044131
0.083521,-0.12893,-0.086053
0.060715,0.20501,-0.14192
-0.0053786,-0.098324,0.10787
0.037606,0.0096643,-0.23642
0.040918,-0.0076482,-0.24781
0.036382,-0.065211,-0.29097
0.036674,-0.1194,-0.33111
0.035514,-0.12317,-0.34735
-0.017748,-0.07328,0.080394
0.056209,-0.032147,-0.34836
0.057738,-0.0069087,-0.35628
0.057625,0.024403,-0.37121
0.060369,0.022369,-0.35658
0.058443,0.041967,-0.38381
0.061812,0.07592,-0.33482
0.05871,0.065948,-0.40415
0.049909,0.056952,-0.40585
0.051975,0.041061,-0.45208
0.049368,0.044393,-0.4315
0.046154,0.048493,-0.39591
0.048812,0.027046,-0.43806
0.050051,0.024876,-0.42931
0.051554,0.02228,-0.41782
0.054813,0.019301,-0.3696
0.0555,0.016953,-0.37342
0.055632,0.01097,-0.30562
0.01845,0.026953,-0.0049895
0.014962,0.027081,0.00055497
0.010293,0.0275,0.004657
0.0035737,0.028552,0.011334
-0.0035636,0.032523,0.015874
0.059567,-0.0074411,-0.070622
0.060662,-0.0047427,-0.066242
-0.091395,0.089189,0.011243
-0.12001,0.10983,0.010766
-0.10189,0.1043,-0.00024654
0.054343,0.0045262,-0.063403
-0.18697,0.19999,-0.019149
-0.23477,0.11996,-0.0096473
-0.19376,0.077266,-0.019826
-0.20625,0.21479,-0.018936
-0.22952,0.23953,-0.018989
-0.20588,0.22383,-0.023925
-0.27365,0.1762,0.0052761
-0.24096,0.27341,-0.032451
-0.31076,0.25333,0.016081
-0.31894,0.26805,0.015999
-0.2844,0.34732,-0.050893
0.048321,0.0025249,-0.054939
0.049734,0.0025852,-0.054181
0.050585,0.0027852,-0.053231
-0.31168,0.41231,-0.065899
0.052765,0.0025447,-0.050459
-0.31233,0.41387,-0.068674
0.05348,0.0024493,-0.047108
0.052417,0.0030082,-0.049587
-0.33182,0.44454,-0.065692
0.051793,0.0027734,-0.049747
-0.33638,0.44844,-0.0716
-0.35177,0.4534,-0.070997
0.051025,0.0033135,-0.045403
-0.37198,0.44767,-0.061477
0.049625,0.0033569,-0.04304
-0.37578,0.45317,-0.056362
-0.37984,0.44724,-0.052352
-0.38626,0.43683,-0.035749
-0.38529,0.39102,-0.0058693
0.048911,0.0035151,-0.042316
0.050653,0.0032968,-0.045648
-0.39183,0.4358,-0.012414
0.024699,-0.00098313,-0.050627
0.050627,0.0044587,-0.043596
-0.3931,0.43248,-0.01113
0.051211,0.0040385,-0.045396
-0.39318,0.42996,-0.00679
-0.39184,0.42807,0.0036407
-0.39095,0.39424,-0.010471
0.051102,0.0053411,-0.043242
0.036378,-0.0014875,-0.058692
0.050677,0.0018428,-0.047424
-0.39823,0.40382,-0.015142
0.054249,0.006763,-0.044175
-0.4028,0.40762,-0.012954
0.05183,0.0025319,-0.047235
0.053206,0.0048074,-0.045974
-0.40495,0.40112,-0.02005
-0.39939,0.389,-0.010397
0.054838,0.0056589,-0.04517
0.05212,0.0018529,-0.047444
0.052985,0.0015834,-0.047263
-0.41066,0.39655,-0.023581
-0.40666,0.39037,-0.026499
-0.41183,0.39139,-0.027362
0.05596,0.0027092,-0.045981
0.055181,0.0014052,-0.046622
0.056706,0.0076879,-0.04458
0.057943,0.0026521,-0.045422
-0.4117,0.38626,-0.029951
0.058302,0.0066384,-0.043998
0.059907,0.0079723,-0.044488
-0.37816,0.35505,-0.033148
-0.34855,0.32537,-0.045434
-0.36148,0.34214,-0.040513
0.06118,0.0036872,-0.044245
0.062635,0.0054716,-0.043639
0.065808,0.011562,-0.053467
0.063034,0.0038096,-0.044295
0.065232,0.0053635,-0.04493
0.067445,0.0080113,-0.04754
0.065364,0.010689,-0.068568
0.069475,0.0072386,-0.068675
0.068609,0.010778,-0.058273
0.067596,0.011576,-0.05758
0.064425,0.0072477,-0.076289
0.064858,0.009493,-0.071771
0.066864,0.011546,-0.061287
0.066012,0.011041,-0.065814
0.073172,-0.0048514,-0.088373
0.0663,0.0098427,-0.067955
0.067356,0.0077381,-0.070476
0.065291,0.0081427,-0.073281
0.072904,-0.0025835,-0.083583
0.067138,0.0043603,-0.077799
0.070019,0.00032353,-0.081874
0.012955,-0.026915,-0.0042474
0.01614,-0.035344,-0.010377
0.018418,-0.041477,-0.017399
0.016276,-0.045195,-0.023542
0.0057019,-0.042144,-0.030225
-0.0045624,-0.037637,-0.035977
