-0.74068,0.14162,0.17503
-0.76699,0.16721,0.13837
-0.76491,0.17309,0.12994
-0.77082,0.18994,0.12174
-0.7588,0.20517,0.11239
-0.52125,0.13854,0.13082
-0.59437,0.20118,0.085841
-0.57555,0.3086,0.27582
-0.59625,0.25082,0.10291
-0.6863,0.26896,0.11177
-0.68595,0.29393,0.10895
-0.49925,0.53701,0.22625
-0.50709,0.90008,0.24087
-0.37693,1.1571,0.11725
-0.29628,1.3487,0.07958
-0.2929,1.3553,0.071674
-0.27134,1.3384,0.035858
-0.17098,0.44991,-0.00095467
-0.42915,-0.59849,0.41682
-0.12044,0.38546,-0.011162
-0.12086,0.38754,-0.01614
-0.11024,0.37493,-0.016688
-0.1009,0.3518,-0.023888
-0.094428,0.3215,-0.026416
-0.40718,-0.51996,0.33401
-0.071382,0.1322,-0.050845
-0.064991,0.10868,-0.04402
-0.054759,0.089759,-0.030929
-0.05879,0.088824,-0.043853
-0.048606,0.083741,-0.022073
-0.055383,0.0754,-0.064452
-0.040448,0.083862,-0.020073
-0.039286,0.10102,-0.031059
-0.032512,0.095431,0.0043512
-0.034978,0.10107,-0.012095
-0.040211,0.11092,-0.041967
-0.034268,0.084499,0.00073375
-0.035609,0.079154,-0.0012029
-0.036872,0.075611,-0.0046377
-0.040077,0.058618,0.0042191
-0.03909,0.06449,-0.0061348
-0.038518,0.067859,-0.019053
0.012421,0.025692,0.0069337
0.014335,0.027432,0.0097071
0.01055,0.028334,0.0087109
0.0069816,0.028719,0.0068232
0.01233,0.027237,0.01811
-0.0057231,0.05146,0.032211
-0.0056546,0.049682,0.027132
0.014032,0.018898,0.027204
0.012434,0.017832,0.021865
0.019554,0.019662,0.035429
-0.0076075,0.038885,0.055977
0.019311,0.018653,0.033187
-0.0074589,-0.0083455,-0.021921
-0.0044108,-0.0044097,-0.015212
0.014476,0.018279,0.028796
0.0089734,0.017528,0.022647
0.018045,0.018517,0.033308
-0.011408,-0.012761,-0.028947
0.014891,0.017891,0.032296
-0.015318,-0.014421,-0.028497
-0.014415,-0.012842,-0.024809
0.012788,0.017981,0.03786
