edge_number,test_id,l2_error,error_min,error_max,Dirichlet_min,Dirichlet_max,Neumann_min_1,Neumann_max_1,Neumann_min_2,Neumann_max_2,DNS_min,DNS_max,DNS_mean
5,0,0.12427836656570435,-0.02765170857310295,0.2591429054737091,0.5799999833106995,0.8899999856948853,--,--,--,--,0.5799999833106995,0.8876799941062927,0.7512832880020142
5,1,0.12685580551624298,-0.005461609922349453,0.2554659843444824,0.6800000071525574,0.9900000095367432,--,--,--,--,0.6823199987411499,0.9900000095367432,0.8187167644500732
5,2,0.16967101395130157,-0.009948567487299442,0.36117681860923767,0.7300000190734863,0.800000011920929,--,--,--,--,0.7300000190734863,0.7995399832725525,0.7681487798690796
5,3,0.18645772337913513,0.0,0.41048556566238403,0.7900000214576721,0.8500000238418579,--,--,--,--,0.7903900146484375,0.8500000238418579,0.8173009753227234
5,4,0.17009104788303375,0.0,0.24331021308898926,0.6299999952316284,0.6299999952316284,0.578237771987915,0.578237771987915,0.7268894910812378,0.7268894910812378,0.6302499771118164,0.7660599946975708,0.6947863101959229
5,5,0.37239083647727966,0.0,0.518229067325592,0.800000011920929,0.800000011920929,0.5586783289909363,0.5586783289909363,0.6701671481132507,0.6701671481132507,0.8001899719238281,0.9020500183105469,0.8485895395278931
5,6,0.05920161306858063,-0.016910234466195107,0.10137955099344254,0.6100000143051147,0.800000011920929,--,--,--,--,0.6110799908638,0.800000011920929,0.706915557384491
5,7,0.09951433539390564,-0.00036676722811535,0.21091678738594055,0.7099999785423279,0.800000011920929,--,--,--,--,0.7105100154876709,0.800000011920929,0.7559073567390442
5,8,0.08785076439380646,-0.08700917661190033,0.23029570281505585,0.5899999737739563,0.7400000095367432,--,--,--,--,0.5899999737739563,0.7390599846839905,0.6633991003036499
5,9,0.07363144308328629,-0.1005936861038208,0.18308496475219727,0.5299999713897705,0.8100000023841858,--,--,--,--,0.5299999713897705,0.8082500100135803,0.6670116782188416
5,10,0.48407310247421265,0.0,0.6700171232223511,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0
5,11,0.09413615614175797,-0.07897096127271652,0.24322937428951263,0.6200000047683716,0.6200000047683716,0.6183672547340393,0.6183672547340393,0.519727885723114,0.519727885723114,0.6200000047683716,0.6833199858665466,0.6498865485191345
5,12,0.16914495825767517,-0.017842527478933334,0.41264769434928894,0.8799999952316284,0.9900000095367432,--,--,--,--,0.8799999952316284,0.9892200231552124,0.9358712434768677
5,13,0.08951780200004578,-0.037483539432287216,0.2107989490032196,0.6600000262260437,0.8600000143051147,--,--,--,--,0.6600000262260437,0.8585799932479858,0.7615842223167419
5,14,0.17313139140605927,-0.01654128171503544,0.3095844089984894,0.7300000190734863,0.9800000190734863,--,--,--,--,0.7300000190734863,0.9800000190734863,0.8536602258682251
5,15,0.07781508564949036,-0.03388242423534393,0.163335919380188,0.5400000214576721,0.8600000143051147,--,--,--,--,0.5400000214576721,0.8600000143051147,0.7017149329185486
5,16,0.06408505141735077,-0.07338482141494751,0.14752374589443207,0.550000011920929,0.7900000214576721,--,--,--,--,0.550000011920929,0.7900000214576721,0.6709989905357361
5,17,0.06153622642159462,-0.02055043913424015,0.10487436503171921,0.6299999952316284,0.7400000095367432,--,--,--,--,0.6299999952316284,0.7400000095367432,0.684542179107666
5,18,0.24609918892383575,0.0,0.3942113518714905,0.7599999904632568,0.7599999904632568,0.5020936727523804,0.5020936727523804,0.5198901295661926,0.5198901295661926,0.7599999904632568,0.7732800245285034,0.766533613204956
5,19,0.42556801438331604,0.0,0.6549924612045288,0.9700000286102295,0.9700000286102295,0.5010468363761902,0.5010468363761902,0.5099450349807739,0.5099450349807739,0.9700000286102295,0.976639986038208,0.9732668399810791
5,20,0.03706098720431328,-0.04287250339984894,0.10750871151685715,0.5299999713897705,0.8199999928474426,--,--,--,--,0.534250020980835,0.8199999928474426,0.6446226239204407
5,21,0.1669311821460724,-0.017905769869685173,0.36327385902404785,0.6200000047683716,0.9700000286102295,--,--,--,--,0.6200000047683716,0.9645900130271912,0.8395572304725647
5,22,0.10223915427923203,-0.024045348167419434,0.2073202133178711,0.5199999809265137,1.0,--,--,--,--,0.5438100099563599,1.0,0.7532486915588379
5,23,0.03887978568673134,-0.07557640224695206,0.12112841010093689,0.5099999904632568,0.8899999856948853,--,--,--,--,0.5284799933433533,0.8899999856948853,0.6573466062545776
5,24,0.1905495673418045,0.0,0.26744920015335083,0.550000011920929,0.8199999928474426,0.5465054512023926,0.6062982082366943,0.5523186326026917,0.6195855140686035,0.550000011920929,0.8199999928474426,0.7221226096153259
5,25,0.18313555419445038,-0.326945036649704,0.03313029557466507,0.5400000214576721,0.5400000214576721,0.5597927570343018,0.6660909652709961,0.5672668218612671,0.6868523359298706,0.5400000214576721,0.6546900272369385,0.5950296521186829
5,26,0.03622784465551376,-0.117441326379776,0.06888165324926376,0.5099999904632568,0.7599999904632568,--,--,--,--,0.5160099864006042,0.7599999904632568,0.6391660571098328
5,27,0.11759861558675766,-0.06214030832052231,0.24353396892547607,0.5600000023841858,0.9700000286102295,--,--,--,--,0.5600000023841858,0.9599999785423279,0.783776581287384
5,28,0.1771336942911148,-0.009435265325009823,0.3668510615825653,0.800000011920929,0.9700000286102295,--,--,--,--,0.800000011920929,0.9626100063323975,0.8902129530906677
5,29,0.040696293115615845,-0.07187405228614807,0.11244720965623856,0.5600000023841858,0.9300000071525574,--,--,--,--,0.5600000023841858,0.9300000071525574,0.6983453035354614
5,30,0.13017654418945312,-0.024473389610648155,0.33595824241638184,0.5899999737739563,0.9300000071525574,--,--,--,--,0.6045200228691101,0.9300000071525574,0.7671624422073364
5,31,0.10751354694366455,-0.09757643193006516,0.2735764682292938,0.5199999809265137,0.9800000190734863,--,--,--,--,0.550059974193573,0.948639988899231,0.7355595827102661
5,32,0.1261768639087677,-0.029367098584771156,0.2253987193107605,0.6600000262260437,0.8700000047683716,--,--,--,--,0.6721000075340271,0.8621000051498413,0.7678388953208923
5,33,0.18261142075061798,-0.019656827673316002,0.3592800498008728,0.6299999952316284,0.9300000071525574,--,--,--,--,0.6486899852752686,0.9250199794769287,0.8497253060340881
5,34,0.1330481618642807,-0.01162079069763422,0.2709467113018036,0.7300000190734863,0.9700000286102295,--,--,--,--,0.7365599870681763,0.9563599824905396,0.8125191926956177
5,35,0.05014054849743843,-0.03269548714160919,0.12372046709060669,0.5,0.7900000214576721,--,--,--,--,0.5,0.7871900200843811,0.66727614402771
5,36,0.07682725042104721,-0.0544024258852005,0.14335131645202637,0.5099999904632568,0.9700000286102295,--,--,--,--,0.5099999904632568,0.9700000286102295,0.7375732064247131
5,37,0.045948002487421036,-0.06635641306638718,0.07701408863067627,0.6299999952316284,0.8299999833106995,--,--,--,--,0.6299999952316284,0.8238199949264526,0.6933697462081909
5,38,0.15549518167972565,-0.08900051563978195,0.24201495945453644,0.5199999809265137,0.9100000262260437,0.5248557925224304,0.5372836589813232,0.5313398838043213,0.5470098853111267,0.5526099801063538,0.8817200064659119,0.7264123558998108
5,39,0.24640882015228271,-0.06578822433948517,0.4094625413417816,0.550000011920929,0.8299999833106995,0.543497622013092,0.5869952440261841,0.554844856262207,0.6096896529197693,0.572409987449646,0.8096299767494202,0.7286342978477478
5,40,0.15047511458396912,-0.016121547669172287,0.2631722688674927,0.5699999928474426,0.8534718155860901,--,--,--,--,0.6083800196647644,0.8528500199317932,0.7672985792160034
5,41,0.2055250108242035,-0.17483997344970703,0.3918362259864807,0.5799999833106995,0.9350647330284119,--,--,--,--,0.5799999833106995,0.9291599988937378,0.8310546278953552
5,42,0.18950694799423218,-0.15698644518852234,0.3279549777507782,0.5699999928474426,0.901676595211029,--,--,--,--,0.5699999928474426,0.8900200128555298,0.7834667563438416
5,43,0.2262784242630005,-0.03251444920897484,0.3914683163166046,0.7699999809265137,0.9008992314338684,--,--,--,--,0.7699999809265137,0.8991699814796448,0.8517900705337524
5,44,0.19645965099334717,-0.06961168348789215,0.36054790019989014,0.5699999928474426,0.9898240566253662,--,--,--,--,0.5699999928474426,0.9838100075721741,0.8619459867477417
5,45,0.22722159326076508,-0.024041566997766495,0.4595143496990204,0.8100000023841858,1.0056051015853882,--,--,--,--,0.8100000023841858,1.0017000436782837,0.9444196820259094
5,46,0.3436935245990753,-0.057275138795375824,0.512851893901825,0.5600000023841858,0.7856186628341675,0.5231118202209473,0.618333101272583,0.5191270112991333,0.5979308485984802,0.6156799793243408,0.8143600225448608,0.7672193646430969
5,47,0.4090941250324249,-0.0464356504380703,0.59830242395401,0.5799999833106995,0.8628842830657959,0.5693354606628418,0.6079621315002441,0.5573810935020447,0.5893480181694031,0.6464899778366089,0.8782399892807007,0.8331001996994019
5,48,0.2157224863767624,-0.05157880857586861,0.38884833455085754,0.6800000071525574,0.9900000095367432,--,--,--,--,0.7314900159835815,0.9820899963378906,0.8872390985488892
5,49,0.1866731345653534,-0.052025653421878815,0.3500172197818756,0.6100000143051147,1.002307653427124,--,--,--,--,0.6767100095748901,0.9992200136184692,0.8686628341674805
5,50,0.35384878516197205,-0.04458443075418472,0.5200232863426208,0.7099999785423279,0.9700973629951477,0.5,0.5007242560386658,0.5,0.511225700378418,0.7530099749565125,0.9635999798774719,0.8836182355880737
5,51,0.39268192648887634,-0.02288910560309887,0.5921266078948975,0.7099999785423279,0.8822579979896545,0.5032191276550293,0.5073694586753845,0.549896240234375,0.6142262816429138,0.7373600006103516,0.8914399743080139,0.8618887066841125
5,52,0.2601158618927002,-0.23120008409023285,0.32999175786972046,0.5,0.7945793867111206,0.6009009480476379,0.6235973834991455,0.6109910011291504,0.6359571218490601,0.5,0.7896299958229065,0.7345439791679382
5,53,0.2811829745769501,-0.1563669890165329,0.35449105501174927,0.5699999928474426,0.9697438478469849,0.5067267417907715,0.5142922401428223,0.5073993802070618,0.5157214403152466,0.5699999928474426,0.9652000069618225,0.8156428933143616
5,54,0.43868914246559143,-0.05395737662911415,0.6117870211601257,0.8600000143051147,0.9310111403465271,0.506834864616394,0.5212700366973877,0.5187958478927612,0.5584925413131714,0.8600000143051147,0.9344800114631653,0.9211515188217163
5,55,0.32623839378356934,-0.0914904996752739,0.4167640805244446,0.6100000143051147,1.001128077507019,0.5,0.5034149885177612,0.5,0.509391188621521,0.6100000143051147,0.9957399964332581,0.8710969686508179
5,56,0.3827368915081024,-0.01840922236442566,0.524168848991394,0.6899999976158142,0.897121012210846,0.5196115970611572,0.5702072381973267,0.5039223432540894,0.5140414237976074,0.7109299898147583,0.8962500095367432,0.8628839254379272
5,57,0.32825928926467896,-0.04648769274353981,0.4584853947162628,0.550000011920929,0.8203195333480835,0.5588348507881165,0.6765577793121338,0.5117669701576233,0.5353115797042847,0.5806099772453308,0.8365399837493896,0.7911393642425537
5,58,0.19359032809734344,-0.10570927709341049,0.3597743511199951,0.5600000023841858,0.9805243611335754,--,--,--,--,0.5600000023841858,0.9767000079154968,0.8802236318588257
5,59,0.12354473024606705,-0.04717914015054703,0.23833878338336945,0.6100000143051147,0.9826611876487732,--,--,--,--,0.6100000143051147,0.975820004940033,0.7934218645095825
5,60,0.21086375415325165,-0.05574973300099373,0.3135749399662018,0.5100845694541931,0.72991544008255,0.5407230854034424,0.5458046793937683,0.6547476053237915,0.6740577220916748,0.5240200161933899,0.7545199990272522,0.6914220452308655
5,61,0.17186829447746277,-0.4886242151260376,0.10589233040809631,0.5400307774543762,0.6199692487716675,0.4517577588558197,0.5889611840248108,0.3166794776916504,0.8380524516105652,0.5453900098800659,0.6664699912071228,0.6103119850158691
5,62,0.14438369870185852,-0.14063557982444763,0.23122943937778473,0.5802079439163208,0.8597920536994934,0.4654097259044647,0.6037733554840088,0.4799153208732605,0.5602555274963379,0.5880299806594849,0.8394799828529358,0.7297132611274719
5,63,0.3554750084877014,-0.6110655665397644,0.16812756657600403,0.4601782262325287,0.6998217701911926,0.4308183491230011,0.5864774584770203,0.45983001589775085,0.5502126812934875,0.4668099880218506,0.6821100115776062,0.5801040530204773
5,64,0.037434253841638565,-0.15463362634181976,0.20533223450183868,0.29014256596565247,0.8399966359138489,--,--,--,--,0.31424999237060547,0.8379600048065186,0.6758286952972412
5,65,0.0677022933959961,-0.16326481103897095,0.14303021132946014,0.39013200998306274,0.8898679614067078,--,--,--,--,0.40900999307632446,0.8830900192260742,0.6050699949264526
5,66,0.15995100140571594,-0.05352227762341499,0.22973038256168365,0.5700774788856506,0.8699225187301636,0.5099400877952576,0.5691961646080017,0.5014725923538208,0.5102512836456299,0.5738499760627747,0.8593900203704834,0.7340537905693054
5,67,0.3530140519142151,-0.009968186728656292,0.5430070161819458,0.8100154995918274,0.86998450756073,0.559384286403656,0.5988882780075073,0.5087976455688477,0.5146501064300537,0.8108800053596497,0.8859400153160095,0.8591170907020569
5,68,0.38250264525413513,-0.015428595244884491,0.5035297274589539,0.8500386476516724,0.9299613833427429,0.5053958892822266,0.5161662697792053,0.508431077003479,0.525259792804718,0.8536400198936462,0.9267200231552124,0.8931605219841003
5,69,0.052331265062093735,-0.11763108521699905,0.18615269660949707,0.44016414880752563,0.7798358201980591,0.5269901752471924,0.6023827195167542,0.5421721339225769,0.6599730253219604,0.45570001006126404,0.7663000226020813,0.6323002576828003
5,70,0.07471363246440887,-0.21483378112316132,0.10293247550725937,0.5100123882293701,0.6700000166893005,--,--,--,--,0.5124099850654602,0.6694999933242798,0.611258864402771
5,71,0.054134707897901535,-0.12895628809928894,0.1785803884267807,0.31024831533432007,0.8999752402305603,--,--,--,--,0.332179993391037,0.8953400254249573,0.6887717843055725
5,72,0.41890230774879456,-0.008875934407114983,0.5465851426124573,0.8300003409385681,0.8699996471405029,0.4644899070262909,0.6065304279327393,0.48158738017082214,0.5552380084991455,0.8314499855041504,0.8787299990653992,0.8596758246421814
5,73,0.4231652319431305,-0.017360085621476173,0.5769013166427612,0.7900006771087646,0.869999349117279,0.5710203647613525,0.6065305471420288,0.5368253588676453,0.5552380681037903,0.7930200099945068,0.8844000101089478,0.8560968637466431
5,74,0.07756107300519943,-0.0786668211221695,0.19283418357372284,0.37000027298927307,0.9499469995498657,--,--,--,--,0.384909987449646,0.9404799938201904,0.7364616394042969
5,75,0.04190775379538536,-0.09064319729804993,0.09855984151363373,0.46000009775161743,0.9498763084411621,--,--,--,--,0.466729998588562,0.9343199729919434,0.6746098399162292
5,76,0.08851860463619232,-0.19150899350643158,0.2029501050710678,0.11999999731779099,0.8999999761581421,--,--,--,--,0.11999999731779099,0.8999999761581421,0.6551274657249451
5,77,0.17089219391345978,-0.3172309994697571,0.16499577462673187,0.2200087606906891,0.9599912166595459,--,--,--,--,0.23756000399589539,0.939490020275116,0.5376888513565063
5,78,0.26140522956848145,-0.440413236618042,0.16585484147071838,0.10001040995121002,0.9799895882606506,0.5020936727523804,0.5020936727523804,0.5198901295661926,0.5198901295661926,0.12160000205039978,0.957040011882782,0.528577983379364
5,79,0.18113380670547485,-0.3255152106285095,0.14836552739143372,0.18000970780849457,0.9999902844429016,0.5,0.5,0.5,0.5,0.20003999769687653,0.9785199761390686,0.5732685327529907
