file_id,pickle_file,e5-all-mean,e5-all-std,e5-w-Neu-mean,e5-w-Neu-std,e5-wo-Neu-mean,e5-wo-Neu-std,e5-regular-all-mean,e5-regular-all-std,e5-regular-w-Neu-mean,e5-regular-w-Neu-std,e5-regular-wo-Neu-mean,e5-regular-wo-Neu-std,e5-extreme-all-mean,e5-extreme-all-std,e5-extreme-w-Neu-mean,e5-extreme-w-Neu-std,e5-extreme-wo-Neu-mean,e5-extreme-wo-Neu-std,e4-32k-all-mean,e4-32k-all-std,e4-32k-w-Neu-mean,e4-32k-w-Neu-std,e4-32k-wo-Neu-mean,e4-32k-wo-Neu-std,e5-64k-all-mean,e5-64k-all-std,e5-64k-w-Neu-mean,e5-64k-w-Neu-std,e5-64k-wo-Neu-mean,e5-64k-wo-Neu-std,e6-96k-all-mean,e6-96k-all-std,e6-96k-w-Neu-mean,e6-96k-w-Neu-std,e6-96k-wo-Neu-mean,e6-96k-wo-Neu-std,e9-96k-all-mean,e9-96k-all-std,e9-96k-w-Neu-mean,e9-96k-w-Neu-std,e9-96k-wo-Neu-mean,e9-96k-wo-Neu-std,s4-all-mean,s4-all-std,s4-w-Neu-mean,s4-w-Neu-std,s4-wo-Neu-mean,s4-wo-Neu-std,s5-all-mean,s5-all-std,s5-w-Neu-mean,s5-w-Neu-std,s5-wo-Neu-mean,s5-wo-Neu-std,s6-all-mean,s6-all-std,s6-w-Neu-mean,s6-w-Neu-std,s6-wo-Neu-mean,s6-wo-Neu-std,s7-all-mean,s7-all-std,s7-w-Neu-mean,s7-w-Neu-std,s7-wo-Neu-mean,s7-wo-Neu-std,s8-all-mean,s8-all-std,s8-w-Neu-mean,s8-w-Neu-std,s8-wo-Neu-mean,s8-wo-Neu-std,s9-all-mean,s9-all-std,s9-w-Neu-mean,s9-w-Neu-std,s9-wo-Neu-mean,s9-wo-Neu-std,s10-all-mean,s10-all-std,s10-w-Neu-mean,s10-w-Neu-std,s10-wo-Neu-mean,s10-wo-Neu-std,s11-all-mean,s11-all-std,s11-w-Neu-mean,s11-w-Neu-std,s11-wo-Neu-mean,s11-wo-Neu-std,s12-all-mean,s12-all-std,s12-w-Neu-mean,s12-w-Neu-std,s12-wo-Neu-mean,s12-wo-Neu-std
0,2021-12-13T12-24-gpu-cn002-BNN-large-e456-64x64-192k-bnn-warm-1-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5700-e20000-ra-ckpt5700.pickle,,,,,,,,,,,,,,,,,,,0.177719,0.144769,0.273563,0.145643,0.083085,0.051791,0.208907,0.232956,0.293501,0.286283,0.123719,0.109188,0.226977,0.195006,0.304314,0.214863,0.149798,0.134092,,,,,,,0.161705,0.098185,0.239590,0.073057,0.083820,0.038147,0.172728,0.112434,0.220670,0.143512,0.135440,0.068413,0.183633,0.111121,0.291438,0.100134,0.134631,0.077838,0.194294,0.131688,0.259711,0.143333,0.128877,0.082675,0.197294,0.104516,0.208479,0.111562,0.188594,0.104655,0.266212,0.168845,0.403897,0.170294,0.183600,0.105745,0.309418,0.127143,0.391398,0.097443,0.245656,0.112847,0.281224,0.128260,0.351436,0.183518,0.239097,0.058727,0.311772,0.174167,0.353277,0.217058,0.258409,0.084325
1,2021-12-13T12-24-gpu-cn002-BNN-large-e456-64x64-192k-bnn-warm-4-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5700-e20000-ra-ckpt5800.pickle,,,,,,,,,,,,,,,,,,,0.177383,0.141755,0.276370,0.135145,0.079647,0.051720,0.208418,0.219208,0.293543,0.268609,0.122693,0.095596,0.224184,0.188639,0.301645,0.209345,0.146882,0.124088,,,,,,,0.166735,0.111886,0.250633,0.099166,0.082837,0.030043,0.187441,0.113037,0.251135,0.133209,0.137900,0.065864,0.189897,0.122126,0.318101,0.112217,0.131622,0.073357,0.186057,0.131959,0.245087,0.153312,0.127026,0.076448,0.198735,0.104904,0.216273,0.118949,0.185094,0.097693,0.250514,0.163591,0.381975,0.151875,0.171637,0.115564,0.290848,0.120298,0.375282,0.094809,0.225177,0.096454,0.253526,0.140469,0.312612,0.197064,0.218074,0.087107,0.282778,0.170151,0.329945,0.205014,0.222135,0.093325
2,2021-12-13T12-25-gpu-cn003-BNN-large-e456-64x64-192k-bnn-warm-7-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5700-e20000-ra-ckpt5800.pickle,,,,,,,,,,,,,,,,,,,0.190626,0.174844,0.292666,0.186696,0.090817,0.078954,0.222384,0.241867,0.309166,0.293574,0.134992,0.124090,0.239689,0.202323,0.318012,0.218977,0.161527,0.147317,,,,,,,0.176025,0.112680,0.26740,0.08094,0.084649,0.039647,0.191712,0.112018,0.243772,0.136450,0.151220,0.073127,0.193467,0.114662,0.311837,0.110919,0.139663,0.067895,0.202852,0.131461,0.264554,0.148241,0.141151,0.079721,0.211934,0.115601,0.235521,0.122472,0.193589,0.113761,0.280195,0.169066,0.414493,0.154407,0.199616,0.123105,0.321654,0.119165,0.401775,0.098069,0.259338,0.097093,0.288736,0.137369,0.348042,0.197272,0.253153,0.077964,0.319825,0.180793,0.368005,0.220745,0.25788,0.09373
3,2021-12-13T12-26-gpu-cn004-BNN-large-e456-64x64-192k-bnn-warm-2-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5800-e20000-ra-ckpt5900.pickle,,,,,,,,,,,,,,,,,,,0.183480,0.164251,0.283720,0.177404,0.085431,0.056050,0.213230,0.227019,0.299104,0.279543,0.126752,0.099196,0.229906,0.189147,0.308344,0.209192,0.151628,0.124665,,,,,,,0.162843,0.107621,0.246897,0.088827,0.078789,0.027935,0.189233,0.103868,0.234601,0.127752,0.153947,0.069184,0.185579,0.116475,0.308513,0.113856,0.129699,0.064601,0.208551,0.136310,0.266270,0.154274,0.150833,0.091650,0.211642,0.113323,0.244952,0.123573,0.185734,0.104404,0.259009,0.172986,0.378959,0.164150,0.187039,0.139846,0.319161,0.128232,0.403636,0.086882,0.253458,0.118617,0.290848,0.141149,0.347787,0.209184,0.256685,0.073737,0.327723,0.185639,0.380602,0.226676,0.259736,0.089767
4,2021-12-13T12-27-gpu-cn006-BNN-large-e456-64x64-192k-bnn-warm-5-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5700-e20000-ra-ckpt5800.pickle,,,,,,,,,,,,,,,,,,,0.192228,0.169584,0.295807,0.182472,0.090913,0.059690,0.230502,0.217523,0.321977,0.259894,0.138384,0.100169,0.251306,0.183118,0.334747,0.194209,0.168036,0.124395,,,,,,,0.182216,0.118247,0.281377,0.078912,0.083055,0.035491,0.195285,0.108687,0.245920,0.131898,0.155903,0.071507,0.201606,0.121970,0.330995,0.124971,0.142793,0.062389,0.214930,0.134862,0.283129,0.149367,0.146731,0.077666,0.229437,0.120968,0.253495,0.135869,0.210725,0.112658,0.277802,0.154948,0.392050,0.166319,0.209254,0.103557,0.366247,0.143261,0.445962,0.106918,0.304246,0.141506,0.322148,0.132797,0.400631,0.180937,0.275058,0.068072,0.331679,0.175683,0.378390,0.219593,0.271622,0.073388
5,2021-12-13T12-28-gpu-cn010-BNN-large-e456-64x64-192k-bnn-warm-3-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5700-e20000-ra-ckpt5800.pickle,,,,,,,,,,,,,,,,,,,0.189256,0.170615,0.291263,0.186482,0.089479,0.058609,0.226683,0.219253,0.316921,0.262209,0.135809,0.103860,0.247149,0.184998,0.329651,0.197040,0.164817,0.126739,,,,,,,0.179750,0.113188,0.272193,0.076653,0.087306,0.045216,0.190955,0.111812,0.242803,0.137453,0.150630,0.071341,0.197803,0.122020,0.325738,0.131016,0.139650,0.059698,0.21380,0.13655,0.279651,0.153791,0.147950,0.079953,0.224491,0.119281,0.247720,0.133032,0.206424,0.112093,0.277418,0.151479,0.390026,0.158211,0.209853,0.103978,0.356951,0.138188,0.435947,0.105544,0.295510,0.133203,0.310637,0.134004,0.384143,0.186920,0.266533,0.068951,0.317122,0.173219,0.362552,0.218571,0.258711,0.065099
6,2021-12-13T12-28-gpu-cn010-BNN-large-e456-64x64-192k-bnn-warm-6-x0-B512-E20000-I25-mc100-1S1.0e-03-2S1.0e-03-Nadam-2.0e-06-..datadiffusion-ckpt5700-e20000-ra-ckpt5800.pickle,,,,,,,,,,,,,,,,,,,0.173712,0.169845,0.268899,0.188196,0.080607,0.069932,0.205722,0.233025,0.289969,0.285052,0.120882,0.113197,0.223229,0.193738,0.300961,0.212482,0.145656,0.133747,,,,,,,0.164303,0.102218,0.245877,0.075114,0.082730,0.039213,0.178440,0.122067,0.234060,0.160728,0.135180,0.061243,0.180638,0.121546,0.289684,0.125084,0.131071,0.085168,0.192814,0.133801,0.247185,0.155227,0.138444,0.086663,0.191707,0.105792,0.215245,0.108958,0.173399,0.105921,0.250709,0.161690,0.380600,0.167113,0.172774,0.100307,0.300025,0.120233,0.377076,0.090388,0.240095,0.108361,0.275248,0.130157,0.341591,0.186590,0.235442,0.064790,0.291958,0.173881,0.336869,0.215754,0.234216,0.081270
