"concentration","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.93837e-01,1,0.00000e+00,0.00000e+00,5.15000e-01,0.00000e+00
2.93642e-01,1,1.00000e-03,1.00000e-03,5.15000e-01,0.00000e+00
2.93441e-01,1,2.00000e-03,2.00000e-03,5.15000e-01,0.00000e+00
2.93241e-01,1,3.00000e-03,3.00000e-03,5.15000e-01,0.00000e+00
2.93041e-01,1,4.00000e-03,4.00000e-03,5.15000e-01,0.00000e+00
2.92842e-01,1,5.00000e-03,5.00000e-03,5.15000e-01,0.00000e+00
2.92643e-01,1,6.00000e-03,6.00000e-03,5.15000e-01,0.00000e+00
2.92444e-01,1,7.00000e-03,7.00000e-03,5.15000e-01,0.00000e+00
2.92247e-01,1,8.00000e-03,8.00000e-03,5.15000e-01,0.00000e+00
2.92050e-01,1,9.00000e-03,9.00000e-03,5.15000e-01,0.00000e+00
2.91853e-01,1,1.00000e-02,1.00000e-02,5.15000e-01,0.00000e+00
2.91657e-01,1,1.10000e-02,1.10000e-02,5.15000e-01,0.00000e+00
2.91461e-01,1,1.20000e-02,1.20000e-02,5.15000e-01,0.00000e+00
2.91266e-01,1,1.30000e-02,1.30000e-02,5.15000e-01,0.00000e+00
2.91072e-01,1,1.40000e-02,1.40000e-02,5.15000e-01,0.00000e+00
2.90878e-01,1,1.50000e-02,1.50000e-02,5.15000e-01,0.00000e+00
2.90685e-01,1,1.60000e-02,1.60000e-02,5.15000e-01,0.00000e+00
2.90492e-01,1,1.70000e-02,1.70000e-02,5.15000e-01,0.00000e+00
2.90299e-01,1,1.80000e-02,1.80000e-02,5.15000e-01,0.00000e+00
2.90107e-01,1,1.90000e-02,1.90000e-02,5.15000e-01,0.00000e+00
2.89916e-01,1,2.00000e-02,2.00000e-02,5.15000e-01,0.00000e+00
2.89725e-01,1,2.10000e-02,2.10000e-02,5.15000e-01,0.00000e+00
2.89535e-01,1,2.20000e-02,2.20000e-02,5.15000e-01,0.00000e+00
2.89345e-01,1,2.30000e-02,2.30000e-02,5.15000e-01,0.00000e+00
2.89156e-01,1,2.40000e-02,2.40000e-02,5.15000e-01,0.00000e+00
2.88967e-01,1,2.50000e-02,2.50000e-02,5.15000e-01,0.00000e+00
2.88779e-01,1,2.60000e-02,2.60000e-02,5.15000e-01,0.00000e+00
2.88591e-01,1,2.70000e-02,2.70000e-02,5.15000e-01,0.00000e+00
2.88404e-01,1,2.80000e-02,2.80000e-02,5.15000e-01,0.00000e+00
2.88217e-01,1,2.90000e-02,2.90000e-02,5.15000e-01,0.00000e+00
2.88031e-01,1,3.00000e-02,3.00000e-02,5.15000e-01,0.00000e+00
2.87852e-01,1,3.10000e-02,3.10000e-02,5.15000e-01,0.00000e+00
2.87675e-01,1,3.20000e-02,3.20000e-02,5.15000e-01,0.00000e+00
2.87498e-01,1,3.30000e-02,3.30000e-02,5.15000e-01,0.00000e+00
2.87321e-01,1,3.40000e-02,3.40000e-02,5.15000e-01,0.00000e+00
2.87145e-01,1,3.50000e-02,3.50000e-02,5.15000e-01,0.00000e+00
2.86970e-01,1,3.60000e-02,3.60000e-02,5.15000e-01,0.00000e+00
2.86795e-01,1,3.70000e-02,3.70000e-02,5.15000e-01,0.00000e+00
2.86621e-01,1,3.80000e-02,3.80000e-02,5.15000e-01,0.00000e+00
2.86448e-01,1,3.90000e-02,3.90000e-02,5.15000e-01,0.00000e+00
2.86275e-01,1,4.00000e-02,4.00000e-02,5.15000e-01,0.00000e+00
2.86102e-01,1,4.10000e-02,4.10000e-02,5.15000e-01,0.00000e+00
2.85930e-01,1,4.20000e-02,4.20000e-02,5.15000e-01,0.00000e+00
