"concentration","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.61777e-15,1,0.00000e+00,4.85000e-01,0.00000e+00,0.00000e+00
6.73667e-04,1,1.00000e-03,4.85000e-01,1.00000e-03,0.00000e+00
1.34751e-03,1,2.00000e-03,4.85000e-01,2.00000e-03,0.00000e+00
2.02154e-03,1,3.00000e-03,4.85000e-01,3.00000e-03,0.00000e+00
2.69574e-03,1,4.00000e-03,4.85000e-01,4.00000e-03,0.00000e+00
3.37011e-03,1,5.00000e-03,4.85000e-01,5.00000e-03,0.00000e+00
4.04466e-03,1,6.00000e-03,4.85000e-01,6.00000e-03,0.00000e+00
4.71939e-03,1,7.00000e-03,4.85000e-01,7.00000e-03,0.00000e+00
5.39428e-03,1,8.00000e-03,4.85000e-01,8.00000e-03,0.00000e+00
6.06935e-03,1,9.00000e-03,4.85000e-01,9.00000e-03,0.00000e+00
6.74459e-03,1,1.00000e-02,4.85000e-01,1.00000e-02,0.00000e+00
7.42000e-03,1,1.10000e-02,4.85000e-01,1.10000e-02,0.00000e+00
8.09558e-03,1,1.20000e-02,4.85000e-01,1.20000e-02,0.00000e+00
8.77132e-03,1,1.30000e-02,4.85000e-01,1.30000e-02,0.00000e+00
9.44723e-03,1,1.40000e-02,4.85000e-01,1.40000e-02,0.00000e+00
1.01233e-02,1,1.50000e-02,4.85000e-01,1.50000e-02,0.00000e+00
1.07996e-02,1,1.60000e-02,4.85000e-01,1.60000e-02,0.00000e+00
1.14760e-02,1,1.70000e-02,4.85000e-01,1.70000e-02,0.00000e+00
1.21525e-02,1,1.80000e-02,4.85000e-01,1.80000e-02,0.00000e+00
1.28293e-02,1,1.90000e-02,4.85000e-01,1.90000e-02,0.00000e+00
1.35061e-02,1,2.00000e-02,4.85000e-01,2.00000e-02,0.00000e+00
1.41832e-02,1,2.10000e-02,4.85000e-01,2.10000e-02,0.00000e+00
1.48604e-02,1,2.20000e-02,4.85000e-01,2.20000e-02,0.00000e+00
1.55378e-02,1,2.30000e-02,4.85000e-01,2.30000e-02,0.00000e+00
1.62153e-02,1,2.40000e-02,4.85000e-01,2.40000e-02,0.00000e+00
1.68930e-02,1,2.50000e-02,4.85000e-01,2.50000e-02,0.00000e+00
1.75708e-02,1,2.60000e-02,4.85000e-01,2.60000e-02,0.00000e+00
1.82488e-02,1,2.70000e-02,4.85000e-01,2.70000e-02,0.00000e+00
1.89269e-02,1,2.80000e-02,4.85000e-01,2.80000e-02,0.00000e+00
1.96052e-02,1,2.90000e-02,4.85000e-01,2.90000e-02,0.00000e+00
2.02837e-02,1,3.00000e-02,4.85000e-01,3.00000e-02,0.00000e+00
