"concentration","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.76981e-15,1,0.00000e+00,4.85000e-01,0.00000e+00,0.00000e+00
7.63835e-04,1,1.00000e-03,4.85000e-01,1.00000e-03,0.00000e+00
1.52811e-03,1,2.00000e-03,4.85000e-01,2.00000e-03,0.00000e+00
2.29282e-03,1,3.00000e-03,4.85000e-01,3.00000e-03,0.00000e+00
3.05796e-03,1,4.00000e-03,4.85000e-01,4.00000e-03,0.00000e+00
3.82353e-03,1,5.00000e-03,4.85000e-01,5.00000e-03,0.00000e+00
4.58953e-03,1,6.00000e-03,4.85000e-01,6.00000e-03,0.00000e+00
5.35596e-03,1,7.00000e-03,4.85000e-01,7.00000e-03,0.00000e+00
6.12281e-03,1,8.00000e-03,4.85000e-01,8.00000e-03,0.00000e+00
6.89008e-03,1,9.00000e-03,4.85000e-01,9.00000e-03,0.00000e+00
7.65776e-03,1,1.00000e-02,4.85000e-01,1.00000e-02,0.00000e+00
8.42586e-03,1,1.10000e-02,4.85000e-01,1.10000e-02,0.00000e+00
9.19438e-03,1,1.20000e-02,4.85000e-01,1.20000e-02,0.00000e+00
9.96330e-03,1,1.30000e-02,4.85000e-01,1.30000e-02,0.00000e+00
1.07326e-02,1,1.40000e-02,4.85000e-01,1.40000e-02,0.00000e+00
1.15024e-02,1,1.50000e-02,4.85000e-01,1.50000e-02,0.00000e+00
1.22725e-02,1,1.60000e-02,4.85000e-01,1.60000e-02,0.00000e+00
1.30431e-02,1,1.70000e-02,4.85000e-01,1.70000e-02,0.00000e+00
1.38140e-02,1,1.80000e-02,4.85000e-01,1.80000e-02,0.00000e+00
1.45853e-02,1,1.90000e-02,4.85000e-01,1.90000e-02,0.00000e+00
1.53571e-02,1,2.00000e-02,4.85000e-01,2.00000e-02,0.00000e+00
1.61292e-02,1,2.10000e-02,4.85000e-01,2.10000e-02,0.00000e+00
1.69017e-02,1,2.20000e-02,4.85000e-01,2.20000e-02,0.00000e+00
1.76746e-02,1,2.30000e-02,4.85000e-01,2.30000e-02,0.00000e+00
1.84479e-02,1,2.40000e-02,4.85000e-01,2.40000e-02,0.00000e+00
1.92215e-02,1,2.50000e-02,4.85000e-01,2.50000e-02,0.00000e+00
1.99956e-02,1,2.60000e-02,4.85000e-01,2.60000e-02,0.00000e+00
2.07700e-02,1,2.70000e-02,4.85000e-01,2.70000e-02,0.00000e+00
2.15448e-02,1,2.80000e-02,4.85000e-01,2.80000e-02,0.00000e+00
2.23200e-02,1,2.90000e-02,4.85000e-01,2.90000e-02,0.00000e+00
2.30955e-02,1,3.00000e-02,4.85000e-01,3.00000e-02,0.00000e+00
2.38522e-02,1,3.10000e-02,4.85000e-01,3.10000e-02,0.00000e+00
2.46076e-02,1,3.20000e-02,4.85000e-01,3.20000e-02,0.00000e+00
2.53628e-02,1,3.30000e-02,4.85000e-01,3.30000e-02,0.00000e+00
2.61178e-02,1,3.40000e-02,4.85000e-01,3.40000e-02,0.00000e+00
2.68726e-02,1,3.50000e-02,4.85000e-01,3.50000e-02,0.00000e+00
2.76273e-02,1,3.60000e-02,4.85000e-01,3.60000e-02,0.00000e+00
2.83818e-02,1,3.70000e-02,4.85000e-01,3.70000e-02,0.00000e+00
2.91362e-02,1,3.80000e-02,4.85000e-01,3.80000e-02,0.00000e+00
2.98904e-02,1,3.90000e-02,4.85000e-01,3.90000e-02,0.00000e+00
3.06444e-02,1,4.00000e-02,4.85000e-01,4.00000e-02,0.00000e+00
3.13983e-02,1,4.10000e-02,4.85000e-01,4.10000e-02,0.00000e+00
3.21520e-02,1,4.20000e-02,4.85000e-01,4.20000e-02,0.00000e+00
3.29055e-02,1,4.30000e-02,4.85000e-01,4.30000e-02,0.00000e+00
3.36589e-02,1,4.40000e-02,4.85000e-01,4.40000e-02,0.00000e+00
3.44121e-02,1,4.50000e-02,4.85000e-01,4.50000e-02,0.00000e+00
3.51652e-02,1,4.60000e-02,4.85000e-01,4.60000e-02,0.00000e+00
3.59181e-02,1,4.70000e-02,4.85000e-01,4.70000e-02,0.00000e+00
3.66709e-02,1,4.80000e-02,4.85000e-01,4.80000e-02,0.00000e+00
3.74235e-02,1,4.90000e-02,4.85000e-01,4.90000e-02,0.00000e+00
3.81759e-02,1,5.00000e-02,4.85000e-01,5.00000e-02,0.00000e+00
3.89282e-02,1,5.10000e-02,4.85000e-01,5.10000e-02,0.00000e+00
3.96803e-02,1,5.20000e-02,4.85000e-01,5.20000e-02,0.00000e+00
4.04323e-02,1,5.30000e-02,4.85000e-01,5.30000e-02,0.00000e+00
4.11907e-02,1,5.40000e-02,4.85000e-01,5.40000e-02,0.00000e+00
4.19550e-02,1,5.50000e-02,4.85000e-01,5.50000e-02,0.00000e+00
4.27196e-02,1,5.60000e-02,4.85000e-01,5.60000e-02,0.00000e+00
4.34843e-02,1,5.70000e-02,4.85000e-01,5.70000e-02,0.00000e+00
4.42492e-02,1,5.80000e-02,4.85000e-01,5.80000e-02,0.00000e+00
4.50142e-02,1,5.90000e-02,4.85000e-01,5.90000e-02,0.00000e+00
4.57795e-02,1,6.00000e-02,4.85000e-01,6.00000e-02,0.00000e+00
4.65449e-02,1,6.10000e-02,4.85000e-01,6.10000e-02,0.00000e+00
4.72956e-02,1,6.20000e-02,4.85000e-01,6.20000e-02,0.00000e+00
4.80356e-02,1,6.30000e-02,4.85000e-01,6.30000e-02,0.00000e+00
4.87753e-02,1,6.40000e-02,4.85000e-01,6.40000e-02,0.00000e+00
4.95147e-02,1,6.50000e-02,4.85000e-01,6.50000e-02,0.00000e+00
5.02538e-02,1,6.60000e-02,4.85000e-01,6.60000e-02,0.00000e+00
5.09925e-02,1,6.70000e-02,4.85000e-01,6.70000e-02,0.00000e+00
5.17310e-02,1,6.80000e-02,4.85000e-01,6.80000e-02,0.00000e+00
5.24691e-02,1,6.90000e-02,4.85000e-01,6.90000e-02,0.00000e+00
5.32070e-02,1,7.00000e-02,4.85000e-01,7.00000e-02,0.00000e+00
5.39445e-02,1,7.10000e-02,4.85000e-01,7.10000e-02,0.00000e+00
5.46817e-02,1,7.20000e-02,4.85000e-01,7.20000e-02,0.00000e+00
5.54186e-02,1,7.30000e-02,4.85000e-01,7.30000e-02,0.00000e+00
5.61552e-02,1,7.40000e-02,4.85000e-01,7.40000e-02,0.00000e+00
5.68915e-02,1,7.50000e-02,4.85000e-01,7.50000e-02,0.00000e+00
5.76275e-02,1,7.60000e-02,4.85000e-01,7.60000e-02,0.00000e+00
5.83632e-02,1,7.70000e-02,4.85000e-01,7.70000e-02,0.00000e+00
5.90986e-02,1,7.80000e-02,4.85000e-01,7.80000e-02,0.00000e+00
5.98337e-02,1,7.90000e-02,4.85000e-01,7.90000e-02,0.00000e+00
6.05685e-02,1,8.00000e-02,4.85000e-01,8.00000e-02,0.00000e+00
6.13030e-02,1,8.10000e-02,4.85000e-01,8.10000e-02,0.00000e+00
6.20373e-02,1,8.20000e-02,4.85000e-01,8.20000e-02,0.00000e+00
6.27712e-02,1,8.30000e-02,4.85000e-01,8.30000e-02,0.00000e+00
6.35049e-02,1,8.40000e-02,4.85000e-01,8.40000e-02,0.00000e+00
6.42382e-02,1,8.50000e-02,4.85000e-01,8.50000e-02,0.00000e+00
6.49713e-02,1,8.60000e-02,4.85000e-01,8.60000e-02,0.00000e+00
6.57041e-02,1,8.70000e-02,4.85000e-01,8.70000e-02,0.00000e+00
6.64366e-02,1,8.80000e-02,4.85000e-01,8.80000e-02,0.00000e+00
6.71688e-02,1,8.90000e-02,4.85000e-01,8.90000e-02,0.00000e+00
6.79008e-02,1,9.00000e-02,4.85000e-01,9.00000e-02,0.00000e+00
6.86324e-02,1,9.10000e-02,4.85000e-01,9.10000e-02,0.00000e+00
6.93638e-02,1,9.20000e-02,4.85000e-01,9.20000e-02,0.00000e+00
7.00949e-02,1,9.30000e-02,4.85000e-01,9.30000e-02,0.00000e+00
